rank,bigram,pmi,frequency,message_count,contains_entity_term,network_score,first_seen,last_seen,example_message_id,example_timestamp,example_text,word_1,word_2
91,occupied quds,7.635088785284886,5,4,False,38.17544392642443,2026-04-10 05:56:07+00:00,2026-04-12 14:21:59+00:00,184773,2026-04-10 05:56:07+00:00,Hundreds of worshipers performed dawn prayers at Al-Aqsa Mosque in occupied al-Quds after 40 days of closure by Israeli occupation during the war on Iran....,occupied,quds
92,ali khamenei,7.623176977041723,40,38,False,304.9270790816689,2026-04-08 06:46:44+00:00,2026-04-14 03:30:16+00:00,184404,2026-04-08 06:46:44+00:00,"✍ Feature - Leader's 40th day of martyrdom seals US defeat: A look at his 37-year illustrious legacy From seminary to battlefield, presidency to Leadership,...",ali,khamenei
93,foreign ministry,7.605942439625368,12,12,False,91.27130927550442,2026-04-07 19:11:42+00:00,2026-04-14 09:55:11+00:00,184338,2026-04-07 19:11:42+00:00,Civilized Iran will win over US logic of brute force: FM spokesman The spokesman of the Iranian Foreign Ministry has reacted to threats by US President...,foreign,ministry
94,seyyed ali,7.561548320266915,34,34,False,257.09264288907514,2026-04-08 06:46:44+00:00,2026-04-14 03:30:16+00:00,184404,2026-04-08 06:46:44+00:00,"✍ Feature - Leader's 40th day of martyrdom seals US defeat: A look at his 37-year illustrious legacy From seminary to battlefield, presidency to Leadership,...",seyyed,ali
95,operations zionist,7.5493589112590005,5,5,False,37.746794556295,2026-04-09 21:52:58+00:00,2026-04-13 23:41:02+00:00,184704,2026-04-09 21:52:58+00:00,"April 9: Hezbollah’s operations against the Zionist regime in response to the truce breach Hours after the Iran-US ceasefire following 40 days of aggression,...",operations,zionist
96,support government,7.53555311173397,5,5,False,37.67776555866985,2026-04-08 22:04:35+00:00,2026-04-14 01:15:05+00:00,184538,2026-04-08 22:04:35+00:00,People in Tehran hold another large car rally to show support for the government and armed forces. @PressTV,support,government
97,minister shehbaz,7.520906335769567,7,7,False,52.64634435038697,2026-04-07 23:56:03+00:00,2026-04-11 12:53:54+00:00,184372,2026-04-07 23:56:03+00:00,"🇵🇰 Pakistan’s Prime Minister Shehbaz Sharif: I am pleased to announce that the Islamic Republic of Iran and the United States of America, along with their...",minister,shehbaz
98,country's armed,7.504964791900548,5,5,False,37.52482395950274,2026-04-08 07:45:16+00:00,2026-04-13 10:40:01+00:00,184407,2026-04-08 07:45:16+00:00,▶️ A large number of people gathered in Tabriz for the 38th consecutive night to show their support for Iran and the country’s armed forces. @PressTV,country's,armed
99,speaker mohammad,7.443159507427076,9,9,False,66.98843556684369,2026-04-09 21:30:01+00:00,2026-04-13 02:21:40+00:00,184701,2026-04-09 21:30:01+00:00,Lebanon inseparable part of Iran’s 10-point ceasefire plan: Qalibaf Iran’s Parliament Speaker Mohammad Baqer Qalibaf says Lebanon is an inseparable part of...,speaker,mohammad
100,held phone,7.436017438183054,6,6,False,44.616104629098324,2026-04-08 14:05:01+00:00,2026-04-12 15:42:39+00:00,184458,2026-04-08 14:05:01+00:00,📸 Iran's Foreign Minister Seyyed Abbas Araghchi has held a phone conversation with Pakistan's Army Chief of Staff Field Marshal Syed Asim Munir. 🔹 Abbas...,held,phone
101,ayatollah seyyed,7.43191303985032,39,38,False,289.8446085541625,2026-04-08 06:46:44+00:00,2026-04-14 03:30:16+00:00,184404,2026-04-08 06:46:44+00:00,"✍ Feature - Leader's 40th day of martyrdom seals US defeat: A look at his 37-year illustrious legacy From seminary to battlefield, presidency to Leadership,...",ayatollah,seyyed
102,lebanese capital,7.420075894314035,5,5,False,37.10037947157018,2026-04-08 11:55:01+00:00,2026-04-09 14:35:01+00:00,184435,2026-04-08 11:55:01+00:00,"▶️ Footage captures the aftermath of the Israeli attacks on the Lebanese capital, Beirut. @PressTV",lebanese,capital
103,late leader,7.372322762865666,32,32,False,235.91432841170132,2026-04-08 19:10:07+00:00,2026-04-11 21:00:01+00:00,184515,2026-04-08 19:10:07+00:00,"▶️ Massive crowd at Tehran's Enghelab Sq. chants ""down with the USA and Israel"" in unison as they mourn the 40th day since the martyrdom of the late Leader...",late,leader
104,donald trump,7.356694985521651,23,23,False,169.20398466699797,2026-04-07 17:42:11+00:00,2026-04-14 16:39:41+00:00,184328,2026-04-07 17:42:11+00:00,Congressman Robert Garcia joins the other American politicians demanding invocation of the 25th amendment over Trump's war crimes threat against the Iranian...,donald,trump
105,zionist regime,7.320540220763119,12,12,False,87.84648264915742,2026-04-07 14:52:26+00:00,2026-04-13 23:41:02+00:00,184292,2026-04-07 14:52:26+00:00,All the electricity infrastructure data of the Zionist regime has been released. 🔹 The Handala hacker group announced that it has extracted all data related...,zionist,regime
106,mark day,7.319235204807207,17,17,False,124.4269984817225,2026-04-08 20:45:13+00:00,2026-04-10 13:11:14+00:00,184525,2026-04-08 20:45:13+00:00,Iranians in Tehran’s Sadeghiyeh Square continue supporting the government and armed forces as they mark the 40th day of mourning for the late Leader...,mark,day
107,strait hormuz,7.313978776634862,72,59,False,526.60647191771,2026-04-07 15:45:19+00:00,2026-04-14 16:39:41+00:00,184313,2026-04-07 15:45:19+00:00,Bahrain's anti-Iran draft resolution on reopening the Strait of Hormuz was rejected at the UN Security Council after Russia and China used their veto power....,strait,hormuz
108,day mourning,7.302161691448266,20,20,False,146.0432338289653,2026-04-08 20:45:13+00:00,2026-04-09 23:56:53+00:00,184525,2026-04-08 20:45:13+00:00,Iranians in Tehran’s Sadeghiyeh Square continue supporting the government and armed forces as they mark the 40th day of mourning for the late Leader...,day,mourning
109,national security,7.295602319013218,5,5,False,36.47801159506609,2026-04-07 23:07:32+00:00,2026-04-13 15:00:30+00:00,184362,2026-04-07 23:07:32+00:00,🔴 Supreme national security council: 🔺Iran achieved historic victory by forcing criminal US to accept its 10-point plan. 🔺US has accepted Iran's control over...,national,security
110,special forces,7.272518705900177,5,5,False,36.362593529500884,2026-04-07 11:32:12+00:00,2026-04-12 11:09:34+00:00,184265,2026-04-07 11:32:12+00:00,Australia detains former trooper over war crimes in Afghanistan War Australian authorities have arrested a former Special Forces soldier at the country’s...,special,forces
111,vice president,7.241370007329513,17,15,False,123.10329012460171,2026-04-08 08:35:16+00:00,2026-04-14 16:59:41+00:00,184417,2026-04-08 08:35:16+00:00,"📷 Iranian Vice President Mohammad Reza Aref: Good morning to victory! Today, history has turned a new page—the world has welcomed a new center of power, and...",vice,president
112,president masoud,7.241370007329511,15,15,False,108.62055010994267,2026-04-07 12:40:03+00:00,2026-04-14 00:07:04+00:00,184272,2026-04-07 12:40:03+00:00,"Pezeshkian joins over 14 million—and counting—in pledging lives for homeland President Masoud Pezeshkian has added his name to an ever-growing, 14-million-...",president,masoud
113,hezbollah secretary,7.227430816371639,8,8,False,57.81944653097311,2026-04-10 09:22:28+00:00,2026-04-13 23:14:38+00:00,184798,2026-04-10 09:22:28+00:00,🔴 Hezbollah Secretary General Sheikh Naim Qassem to deliver a speech on the latest developments in Lebanon and the region at 1:00 PM GMT @PressTV,hezbollah,secretary
114,blockade threat,7.213625016846608,5,5,False,36.06812508423304,2026-04-13 11:02:50+00:00,2026-04-14 06:20:08+00:00,185267,2026-04-13 11:02:50+00:00,"China says it is ready to work to safeguard energy security, supply amid Trump’s Iran naval blockade threat. @PressTV",blockade,threat
115,islamic revolution,7.172983032349263,75,73,False,537.9737274261947,2026-04-07 11:50:04+00:00,2026-04-14 16:26:03+00:00,184266,2026-04-07 11:50:04+00:00,"Wave 99: IRGC pounds US petchem sites, vows 'no restraint’ if Iranian infrastructure hit The Islamic Revolution Guards Corps (IRGC) has pounded US-owned...",islamic,revolution
116,parliament mohammad,7.166319302068253,8,8,False,57.33055441654602,2026-04-08 18:30:01+00:00,2026-04-11 17:16:01+00:00,184507,2026-04-08 18:30:01+00:00,📸 Speaker of Iran's Parliament Mohammad Bagher Ghalibaf issues a statement on the violation of three key clauses in the 10-point ceasefire agreement. @PressTV,parliament,mohammad
117,day since,7.150158598003216,18,18,False,128.7028547640579,2026-04-08 10:42:50+00:00,2026-04-12 21:12:27+00:00,184427,2026-04-08 10:42:50+00:00,🔴 Slogan of English KHAMENEI.IR on the occasion of the 40th day after the martyrdom of Imam Sayyid Ali Khamenei On the eve of April 8 — the 40th day since...,day,since
118,lebanon's hezbollah,7.1399679751213,8,8,False,57.1197438009704,2026-04-08 18:52:38+00:00,2026-04-10 14:25:01+00:00,184510,2026-04-08 18:52:38+00:00,"📸 ""Iran will not abandon Lebanon"" Posters have been set up at Tehran's metro stations in solidarity with the Lebanese people and Lebanon's Hezbollah...",lebanon's,hezbollah
119,ceremony late,7.135622504845333,6,6,False,42.813735029072,2026-04-09 06:16:06+00:00,2026-04-09 13:55:44+00:00,184591,2026-04-09 06:16:06+00:00,Assyrians in the northwestern Iranian city of Urmia held a 40th-day mourning ceremony for the late Leader of the Islamic Revolution Ayatollah Seyyed Ali...,ceremony,late
120,islamic republic,7.09498052034799,18,18,False,127.70964936626382,2026-04-07 18:03:04+00:00,2026-04-13 22:15:47+00:00,184329,2026-04-07 18:03:04+00:00,Iravani: Iran Firmly Rejects Temporary Ceasefire The Permanent Representative of the Islamic Republic of Iran to the United Nations emphasized that Iran...,islamic,republic
121,pakistani prime,7.089927292621704,5,5,False,35.44963646310852,2026-04-08 21:22:17+00:00,2026-04-11 14:57:59+00:00,184530,2026-04-08 21:22:17+00:00,Mediator Pakistan confirms US-Iran ceasefire violated as Israel ravages Lebanon Pakistani Prime Minister Shahbaz Sharif has confirmed that the terms of a...,pakistani,prime
122,airstrike town,7.025796955201988,5,5,False,35.12898477600994,2026-04-09 05:53:35+00:00,2026-04-12 11:12:33+00:00,184589,2026-04-09 05:53:35+00:00,▶️ Video shows the extent of damage from an Israeli airstrike on the town of Doueir in Lebanon's southern Nabatieh district. @PressTV,airstrike,town
123,speaker parliament,7.005038395035189,6,6,False,42.030230370211136,2026-04-09 20:30:45+00:00,2026-04-11 17:16:01+00:00,184691,2026-04-09 20:30:45+00:00,📸 Iran's Speaker of Parliament Mohammad Bagher Ghalibaf warns that time is running out as Israeli aggressions in Lebanon continue. @PressTV,speaker,parliament
124,foreign minister,6.976585819545759,32,31,False,223.2507462254643,2026-04-08 00:23:32+00:00,2026-04-14 10:35:04+00:00,184377,2026-04-08 00:23:32+00:00,FM Araghchi says Iran will cease defensive strikes if unprovoked attacks are halted Foreign Minister Abbas Araghchi has announced on behalf of Iran's top...,foreign,minister
125,senior security,6.973674224125855,5,4,False,34.86837112062928,2026-04-08 14:32:18+00:00,2026-04-10 16:20:08+00:00,184470,2026-04-08 14:32:18+00:00,"🔴 Exclusive: Iranian security official warns of ""comprehensive defense"" if Israel breaks ceasefire 🔺 A senior security official told Press TV today that the...",senior,security
126,speaker qalibaf,6.964396410537844,5,5,False,34.82198205268922,2026-04-08 22:20:42+00:00,2026-04-13 19:14:30+00:00,184539,2026-04-08 22:20:42+00:00,"Speaker Qalibaf says ceasefire, negotiations with US ‘unreasonable’, citing truce violations Iran's parliament speaker has said that a bilateral ceasefire or...",speaker,qalibaf
127,fragile ceasefire,6.950590611012812,7,6,False,48.65413427708968,2026-04-09 17:20:01+00:00,2026-04-14 06:20:08+00:00,184673,2026-04-09 17:20:01+00:00,▶️ Several countries urged Israel to halt its aggression against Lebanon as a fragile ceasefire between the US and Iran entered its second day. @PressTV,fragile,ceasefire
128,mourn day,6.946017881222991,5,5,False,34.730089406114956,2026-04-08 19:10:07+00:00,2026-04-10 12:40:01+00:00,184515,2026-04-08 19:10:07+00:00,"▶️ Massive crowd at Tehran's Enghelab Sq. chants ""down with the USA and Israel"" in unison as they mourn the 40th day since the martyrdom of the late Leader...",mourn,day
129,control strait,6.916643279089476,6,5,False,41.49985967453685,2026-04-07 23:07:32+00:00,2026-04-13 17:21:04+00:00,184362,2026-04-07 23:07:32+00:00,🔴 Supreme national security council: 🔺Iran achieved historic victory by forcing criminal US to accept its 10-point plan. 🔺US has accepted Iran's control over...,control,strait
130,president donald,6.878799927944804,21,21,False,144.4547984868409,2026-04-07 19:11:42+00:00,2026-04-14 16:39:41+00:00,184338,2026-04-07 19:11:42+00:00,Civilized Iran will win over US logic of brute force: FM spokesman The spokesman of the Iranian Foreign Ministry has reacted to threats by US President...,president,donald
131,destroyers strait,6.864175859195342,9,5,False,61.77758273275808,2026-04-12 12:08:36+00:00,2026-04-14 05:25:41+00:00,185150,2026-04-12 12:08:36+00:00,"🔺 Press TV Exclusive: US destroyers' Strait of Hormuz transit stunt failed, came close to destruction The US military’s attempt to sail two destroyers...",destroyers,strait
132,ceremony held,6.831946114514196,5,5,False,34.15973057257098,2026-04-09 14:10:01+00:00,2026-04-14 00:25:11+00:00,184651,2026-04-09 14:10:01+00:00,▶️ More footage of the massive solemn ceremony held in Tehran to mark the 40th day of mourning for the late Leader of the Islamic Revolution Ayatollah Seyyed...,ceremony,held
133,president vance,6.826332508050667,6,6,False,40.957995048304,2026-04-09 02:30:00+00:00,2026-04-12 11:26:03+00:00,184566,2026-04-09 02:30:00+00:00,"US Vice President JD Vance called Lebanon’s inclusion in the ceasefire a “legitimate misunderstanding,” while Pakistan’s ambassador to the US and Prime...",president,vance
134,seyyed kamal,6.824582726100708,6,6,False,40.94749635660425,2026-04-09 21:15:01+00:00,2026-04-10 16:39:59+00:00,184700,2026-04-09 21:15:01+00:00,"📸 Seyyed Kamal Kharrazi, Iran's former Foreign Minister and foreign policy advisor to Iran's Leader, has attained martyrdom following the US-Israeli...",seyyed,kamal
135,revolution ayatollah,6.743445963375301,33,32,False,222.53371679138493,2026-04-08 19:10:07+00:00,2026-04-12 12:01:20+00:00,184515,2026-04-08 19:10:07+00:00,"▶️ Massive crowd at Tehran's Enghelab Sq. chants ""down with the USA and Israel"" in unison as they mourn the 40th day since the martyrdom of the late Leader...",revolution,ayatollah
136,mourning late,6.739693828514195,6,6,False,40.43816297108517,2026-04-08 20:45:13+00:00,2026-04-09 23:56:53+00:00,184525,2026-04-08 20:45:13+00:00,Iranians in Tehran’s Sadeghiyeh Square continue supporting the government and armed forces as they mark the 40th day of mourning for the late Leader...,mourning,late
137,minister abbas,6.69905184401685,11,11,False,73.68957028418535,2026-04-08 00:23:32+00:00,2026-04-14 10:35:04+00:00,184377,2026-04-08 00:23:32+00:00,FM Araghchi says Iran will cease defensive strikes if unprovoked attacks are halted Foreign Minister Abbas Araghchi has announced on behalf of Iran's top...,minister,abbas
138,temporary ceasefire,6.687556205179021,5,5,False,33.437781025895106,2026-04-07 18:03:04+00:00,2026-04-10 06:45:38+00:00,184329,2026-04-07 18:03:04+00:00,Iravani: Iran Firmly Rejects Temporary Ceasefire The Permanent Representative of the Islamic Republic of Iran to the United Nations emphasized that Iran...,temporary,ceasefire
139,imposed war,6.662646197588112,12,12,False,79.95175437105735,2026-04-07 07:23:56+00:00,2026-04-14 13:20:01+00:00,184239,2026-04-07 07:23:56+00:00,"US-Israeli aggression on Iran: What happened on 38th day of the imposed war Thirty-eight days into the US-Israeli war on Iran, which began on February 28...",imposed,war
140,regime response,6.588020531628105,5,5,False,32.940102658140525,2026-04-09 21:52:58+00:00,2026-04-13 23:41:02+00:00,184704,2026-04-09 21:52:58+00:00,"April 9: Hezbollah’s operations against the Zionist regime in response to the truce breach Hours after the Iran-US ceasefire following 40 days of aggression,...",regime,response
141,leader islamic,6.528077991171823,55,53,False,359.04428951445027,2026-04-07 20:25:07+00:00,2026-04-14 09:21:57+00:00,184346,2026-04-07 20:25:07+00:00,"US will burn in ‘regional inferno’ in case of reckless move, warns advisor to Leader A senior advisor to the Leader of the Islamic Revolution warns that the...",leader,islamic
142,martyrdom late,6.444950562953064,9,9,False,58.00455506657758,2026-04-08 19:10:07+00:00,2026-04-10 13:11:14+00:00,184515,2026-04-08 19:10:07+00:00,"▶️ Massive crowd at Tehran's Enghelab Sq. chants ""down with the USA and Israel"" in unison as they mourn the 40th day since the martyrdom of the late Leader...",martyrdom,late
143,war crimes,6.437086497172979,15,13,False,96.55629745759468,2026-04-07 11:32:12+00:00,2026-04-13 19:29:35+00:00,184265,2026-04-07 11:32:12+00:00,Australia detains former trooper over war crimes in Afghanistan War Australian authorities have arrested a former Special Forces soldier at the country’s...,war,crimes
144,week ceasefire,6.436017438183054,14,14,False,90.10424413456275,2026-04-07 22:47:11+00:00,2026-04-11 10:44:24+00:00,184359,2026-04-07 22:47:11+00:00,"After accepting Iran's conditions, US President Trump announced a two-week ceasefire. @PressTV",week,ceasefire
145,iranian patriots,6.365628110291656,7,7,False,44.559396772041595,2026-04-07 13:25:04+00:00,2026-04-12 02:15:10+00:00,184280,2026-04-07 13:25:04+00:00,Iranian patriots form human chain on the White Bridge of Ahvaz in southern Iran following American-Israeli threats of destruction of Iran's vital civilian...,iranian,patriots
146,seyyed abbas,6.31000955327095,7,7,False,44.17006687289665,2026-04-08 14:05:01+00:00,2026-04-10 15:30:21+00:00,184458,2026-04-08 14:05:01+00:00,📸 Iran's Foreign Minister Seyyed Abbas Araghchi has held a phone conversation with Pakistan's Army Chief of Staff Field Marshal Syed Asim Munir. 🔹 Abbas...,seyyed,abbas
147,hormuz transit,6.307284124060853,5,5,False,31.536420620304266,2026-04-12 12:08:36+00:00,2026-04-14 05:25:41+00:00,185150,2026-04-12 12:08:36+00:00,"🔺 Press TV Exclusive: US destroyers' Strait of Hormuz transit stunt failed, came close to destruction The US military’s attempt to sail two destroyers...",hormuz,transit
148,missile strikes,6.289176049853783,7,7,False,44.02423234897648,2026-04-07 06:58:52+00:00,2026-04-11 00:00:33+00:00,184236,2026-04-07 06:58:52+00:00,▶️ Video shows show the aftermath of Iranian missile strikes hitting Tel Aviv. @PressTV,missile,strikes
149,advisor leader,6.238571373976839,5,4,False,31.192856869884196,2026-04-07 20:25:07+00:00,2026-04-12 14:50:38+00:00,184346,2026-04-07 20:25:07+00:00,"US will burn in ‘regional inferno’ in case of reckless move, warns advisor to Leader A senior advisor to the Leader of the Islamic Revolution warns that the...",advisor,leader
150,araghchi held,6.172983032349261,5,5,False,30.864915161746307,2026-04-08 14:05:01+00:00,2026-04-14 09:30:22+00:00,184458,2026-04-08 14:05:01+00:00,📸 Iran's Foreign Minister Seyyed Abbas Araghchi has held a phone conversation with Pakistan's Army Chief of Staff Field Marshal Syed Asim Munir. 🔹 Abbas...,araghchi,held
151,southern lebanon,6.161395058074049,31,30,False,191.00324680029553,2026-04-08 04:55:16+00:00,2026-04-14 14:05:02+00:00,184398,2026-04-08 04:55:16+00:00,📷 Four people were killed after Israeli forces targeted an ambulance in southern Lebanon. @PressTV,southern,lebanon
152,iranian delegation,6.0030580309069475,14,13,False,84.04281243269726,2026-04-10 20:42:02+00:00,2026-04-12 04:09:16+00:00,184895,2026-04-10 20:42:02+00:00,Iranian delegation reaches Islamabad for talks with US; Tehran stresses acceptance of preconditions A high-ranking Iranian delegation arrives in the...,iranian,delegation
153,iranian nation,5.973310687512898,16,15,False,95.57297100020637,2026-04-07 13:10:00+00:00,2026-04-14 01:02:27+00:00,184277,2026-04-07 13:10:00+00:00,"Ayatollah Makarem Shirazi calls for unity and steadfastness in ‘sacred resistance’ against enemy Grand Ayatollah Naser Makarem Shirazi, in a message on...",iranian,nation
154,president pezeshkian,5.93880723730908,15,13,False,89.0821085596362,2026-04-08 12:45:36+00:00,2026-04-13 13:10:50+00:00,184443,2026-04-08 12:45:36+00:00,📸 Iran's President Pezeshkian holds a phone conversation with Azerbaijani President Aliyev to discuss the latest regional developments. 🔹 President Aliyev...,president,pezeshkian
155,martyred leader,5.916643279089477,9,9,False,53.2497895118053,2026-04-08 01:37:56+00:00,2026-04-14 03:30:16+00:00,184387,2026-04-08 01:37:56+00:00,"""If you resist, you will CONQUER THE PEAK"" In a speech to Iranian youth, the Martyred Leader of the Islamic Revolution vowed that through resistance they...",martyred,leader
156,hezbollah chief,5.905502721484277,5,5,False,29.527513607421383,2026-04-10 12:22:03+00:00,2026-04-13 23:14:38+00:00,184824,2026-04-10 12:22:03+00:00,"🔴 Hezbollah chief praises bravery, steadfastness of resistance fighters in letter to nation 🔺 Naim Qassem: Blood of our martyrs contributed to victory...",hezbollah,chief
157,israeli warplanes,5.793444214291803,7,7,False,40.55410950004262,2026-04-10 08:25:52+00:00,2026-04-12 11:12:33+00:00,184794,2026-04-10 08:25:52+00:00,Israeli warplanes carry out an airstrike on the town of Shahabiyeh in southern Lebanon. @PressTV,israeli,warplanes
158,forces targeted,5.748956749843163,5,5,False,28.744783749215816,2026-04-08 04:55:16+00:00,2026-04-14 08:30:01+00:00,184398,2026-04-08 04:55:16+00:00,📷 Four people were killed after Israeli forces targeted an ambulance in southern Lebanon. @PressTV,forces,targeted
159,blockade strait,5.694250857753028,10,9,False,56.942508577530276,2026-04-12 20:59:58+00:00,2026-04-14 16:39:41+00:00,185208,2026-04-12 20:59:58+00:00,"US president Donald Trump announced a naval blockade of the Strait of Hormuz, blockading any and all ships trying to enter or leave the strategic waterway....",blockade,strait
160,day martyrdom,5.6854903309997695,12,12,False,68.22588397199723,2026-04-08 06:46:44+00:00,2026-04-11 16:04:56+00:00,184404,2026-04-08 06:46:44+00:00,"✍ Feature - Leader's 40th day of martyrdom seals US defeat: A look at his 37-year illustrious legacy From seminary to battlefield, presidency to Leadership,...",day,martyrdom
161,celebrate iran's,5.531800976872864,8,7,False,44.25440781498291,2026-04-08 01:12:09+00:00,2026-04-12 07:03:57+00:00,184383,2026-04-08 01:12:09+00:00,"Iranians in the capital city of Tehran, celebrate Iran’s victory in the American-Zionist-imposed war following the announcement of a two-week ceasefire....",celebrate,iran's
162,iranian negotiators,5.517631203736707,5,5,False,27.588156018683534,2026-04-11 14:54:50+00:00,2026-04-11 18:00:01+00:00,184997,2026-04-11 14:54:50+00:00,Iranian negotiators present conditions to Pakistan under 10-point proposal: FM spox Iranian Foreign Ministry spokesperson Esmail Baghaei says the Iranian...,iranian,negotiators
163,hezbollah resistance,5.4725433142081705,8,8,False,43.780346513665364,2026-04-08 18:04:28+00:00,2026-04-10 04:29:04+00:00,184505,2026-04-08 18:04:28+00:00,"📸 IOF announces the death of 20 year-old Staff Sergeant Touvel Yosef Lifshiz, who was killed in clashes with Hezbollah resistance fighters in Lebanon. @PressTV",hezbollah,resistance
164,former foreign,5.436017438183056,5,5,False,27.18008719091528,2026-04-09 21:15:01+00:00,2026-04-11 11:45:01+00:00,184700,2026-04-09 21:15:01+00:00,"📸 Seyyed Kamal Kharrazi, Iran's former Foreign Minister and foreign policy advisor to Iran's Leader, has attained martyrdom following the US-Israeli...",former,foreign
165,across lebanon,5.431571533151864,9,9,False,48.88414379836678,2026-04-08 12:07:02+00:00,2026-04-12 11:51:09+00:00,184436,2026-04-08 12:07:02+00:00,▶️ Clouds of smoke rise across the Beirut skyline as Israeli forces conduct massive bombing campaign across Lebanon. @PressTV,across,lebanon
166,israeli airstrike,5.414932591038076,20,20,False,108.2986518207615,2026-04-08 00:45:00+00:00,2026-04-14 02:45:10+00:00,184380,2026-04-08 00:45:00+00:00,Iran’s Jewish community condemns US-Israeli attack on synagogue in Tehran The Iranian Jewish community has condemned the US-Israeli airstrike on a Synagogue...,israeli,airstrike
167,martyrdom ayatollah,5.404308578455719,8,8,False,43.234468627645754,2026-04-09 07:48:31+00:00,2026-04-10 22:40:18+00:00,184604,2026-04-09 07:48:31+00:00,▶️ Hussein al-Bukhaiti asserted that the war that led to the martyrdom of Ayatollah Seyyed Ali Khamenei and the Minab schoolchildren 40 days ago has united...,martyrdom,ayatollah
168,israeli coalition,5.378406715012959,6,5,False,32.27044029007776,2026-04-07 10:44:50+00:00,2026-04-10 17:50:01+00:00,184257,2026-04-07 10:44:50+00:00,BREAKING: Press TV has obtained exclusive information regarding the recent operation carried out by the US-Israeli coalition in Isfahan that reveals a major...,israeli,coalition
169,iranian negotiating,5.365628110291658,5,5,False,26.82814055145829,2026-04-11 07:42:50+00:00,2026-04-12 14:12:03+00:00,184936,2026-04-11 07:42:50+00:00,The Iranian negotiating team is scheduled to meet with Pakistani Prime Minister Shehbaz Sharif at 1:00 PM Islamabad time. @PressTV,iranian,negotiating
170,southern lebanese,5.365628110291658,5,5,False,26.82814055145829,2026-04-10 12:50:08+00:00,2026-04-11 20:45:01+00:00,184831,2026-04-10 12:50:08+00:00,▶️ An Israeli airstrike has targeted the southern Lebanese town of Kfar Rumman. @PressTV,southern,lebanese
171,israeli airstrikes,5.308017387121563,20,20,False,106.16034774243126,2026-04-07 20:45:44+00:00,2026-04-12 11:34:03+00:00,184350,2026-04-07 20:45:44+00:00,US-Israeli airstrikes targeted Iran's Arak aluminum plant and the Fajr Petrochemical Complex in Mahshahr. @PressTV,israeli,airstrikes
172,ayatollah khamenei,5.295602319013218,10,9,False,52.956023190132186,2026-04-09 02:45:00+00:00,2026-04-09 18:08:11+00:00,184568,2026-04-09 02:45:00+00:00,"Tehran residents thronged Enghelab Square to mark the 40th day of mourning for Ayatollah Khamenei, the late Leader of the Islamic Revolution. @PressTV",ayatollah,khamenei
173,ceasefire agreement,5.287625598290385,6,6,False,31.725753589742308,2026-04-08 13:27:12+00:00,2026-04-10 06:45:38+00:00,184450,2026-04-08 13:27:12+00:00,▶️ India and China started ordering immediate shipments of Iranian crude after the announcement of a two-week ceasefire agreement between Tehran and...,ceasefire,agreement
174,president mohammad,5.287173696942638,8,8,False,42.297389575541104,2026-04-08 08:35:16+00:00,2026-04-14 16:59:41+00:00,184417,2026-04-08 08:35:16+00:00,"📷 Iranian Vice President Mohammad Reza Aref: Good morning to victory! Today, history has turned a new page—the world has welcomed a new center of power, and...",president,mohammad
175,minister seyyed,5.272041703071931,9,9,False,47.44837532764738,2026-04-08 14:05:01+00:00,2026-04-10 15:30:21+00:00,184458,2026-04-08 14:05:01+00:00,📸 Iran's Foreign Minister Seyyed Abbas Araghchi has held a phone conversation with Pakistan's Army Chief of Staff Field Marshal Syed Asim Munir. 🔹 Abbas...,minister,seyyed
176,support islamic,5.266092436740744,8,8,False,42.12873949392595,2026-04-10 18:10:01+00:00,2026-04-13 22:15:47+00:00,184881,2026-04-10 18:10:01+00:00,▶️ Iranian patriots continue nationwide nightly rallies in support of the Islamic Republic and the Iranian Armed Forces. @PressTV,support,islamic
177,talks islamabad,5.247355874159158,17,17,False,89.20504986070569,2026-04-11 07:33:10+00:00,2026-04-13 09:07:29+00:00,184933,2026-04-11 07:33:10+00:00,Images from the venue of Iran-US talks in Islamabad. @PressTV,talks,islamabad
178,days aggression,5.189778274892241,5,5,False,25.948891374461205,2026-04-08 14:20:30+00:00,2026-04-12 23:19:14+00:00,184467,2026-04-08 14:20:30+00:00,"✍ Explainer: Iran's 10-point proposal that forced US surrender after 40 days of aggression After 40 days of the imposed war, the US was forced to retreat and...",days,aggression
179,khamenei late,5.166319302068251,5,5,False,25.831596510341257,2026-04-09 02:45:00+00:00,2026-04-10 14:00:01+00:00,184568,2026-04-09 02:45:00+00:00,"Tehran residents thronged Enghelab Square to mark the 40th day of mourning for Ayatollah Khamenei, the late Leader of the Islamic Revolution. @PressTV",khamenei,late
180,iranian armed,5.128588912990807,14,14,False,71.8002447818713,2026-04-07 12:28:12+00:00,2026-04-13 19:07:07+00:00,184271,2026-04-07 12:28:12+00:00,"Press TV's Maryam Azarchehr says Iranian armed forces were ready for the US operation in Isfahan based on received intelligence, suggesting earlier remarks...",iranian,armed
181,aftermath israeli,4.918975096375663,6,6,False,29.513850578253976,2026-04-08 11:55:01+00:00,2026-04-12 20:28:38+00:00,184435,2026-04-08 11:55:01+00:00,"▶️ Footage captures the aftermath of the Israeli attacks on the Lebanese capital, Beirut. @PressTV",aftermath,israeli
