component_index,thread_size,thread_depth,component_total_nodes,external_node_count,reply_messages,messages_receiving_replies,root_message_id,root_in_dataset,root_preview,first_timestamp,last_timestamp,top_replied_message_id,top_replied_count,is_isolated,component_nodes,dataset_message_ids,thread_rank,thread_label
811,1,0,1,0,0,0,185204,True,IRGC: Any wrong move will turn Strait of Hormuz into ‘deadly whirlpool’ for enemies The Islamic Revolution...,2026-04-12 19:48:41+00:00,2026-04-12 19:48:41+00:00,185204,0,True,"(185204,)","(185204,)",827,T827
812,1,0,1,0,0,0,185205,True,"Military ships approaching Hormuz Strait ‘a violation of ceasefire’, IRGC warns The Islamic Revolution...",2026-04-12 20:08:21+00:00,2026-04-12 20:08:21+00:00,185205,0,True,"(185205,)","(185205,)",828,T828
813,1,0,1,0,0,0,185206,True,"Aftermath of Israeli regime airstrikes on residential areas of Srifa, Lebanon. @PressTV",2026-04-12 20:28:38+00:00,2026-04-12 20:28:38+00:00,185206,0,True,"(185206,)","(185206,)",829,T829
814,1,0,1,0,0,0,185207,True,Iran navy commander: Naval forces closely monitoring every move on aggressor US army in region @PressTV,2026-04-12 20:46:01+00:00,2026-04-12 20:46:01+00:00,185207,0,True,"(185207,)","(185207,)",830,T830
815,1,0,1,0,0,0,185208,True,"US president Donald Trump announced a naval blockade of the Strait of Hormuz, blockading any and all ships...",2026-04-12 20:59:58+00:00,2026-04-12 20:59:58+00:00,185208,0,True,"(185208,)","(185208,)",831,T831
816,1,0,1,0,0,0,185209,True,"Viktor Orbán, Hungary’s longest-serving leader of the past 20 years and a 16-year prime minister long...",2026-04-12 21:01:10+00:00,2026-04-12 21:01:10+00:00,185209,0,True,"(185209,)","(185209,)",832,T832
817,1,0,1,0,0,0,185210,True,🖼A Tribute to the Martyr of Resistance ➕As we commemorate the 40th day since the martyrdom of the revered...,2026-04-12 21:12:27+00:00,2026-04-12 21:12:27+00:00,185210,0,True,"(185210,)","(185210,)",833,T833
818,1,0,1,0,0,0,185211,True,"IRGC Quds Force commander: Resistance front is powerful, will force enemies to leave region with no...",2026-04-12 21:34:58+00:00,2026-04-12 21:34:58+00:00,185211,0,True,"(185211,)","(185211,)",834,T834
819,1,0,1,0,0,0,185212,True,‘We will teach you a greater lesson’: Qalibaf warns Trump not to test Iran’s resolve again Iranian...,2026-04-12 21:46:24+00:00,2026-04-12 21:46:24+00:00,185212,0,True,"(185212,)","(185212,)",835,T835
821,1,0,1,0,0,0,185214,True,"Iran's Parliament Speaker Mohammad Baqer Qalibaf warns Americans to ‘ENJOY’ TODAY’S GAS PRICES, adding that...",2026-04-12 22:24:22+00:00,2026-04-12 22:24:22+00:00,185214,0,True,"(185214,)","(185214,)",836,T836
822,1,0,1,0,0,0,185215,True,"Iran FM: US maximalism, shifting goalposts, blockade hindered achievement of agreement in Islamabad @PressTV",2026-04-12 22:57:52+00:00,2026-04-12 22:57:52+00:00,185215,0,True,"(185215,)","(185215,)",837,T837
823,1,0,1,0,0,0,185216,True,April 12: Hezbollah’s operations against Zionist regime in response to truce breach Hours after Iran and...,2026-04-12 23:19:14+00:00,2026-04-12 23:19:14+00:00,185216,0,True,"(185216,)","(185216,)",838,T838
825,1,0,1,0,0,0,185218,True,Handala carries out unprecedented cyberattack against critical UAE Infrastructure The Handala hacking group...,2026-04-13 00:05:14+00:00,2026-04-13 00:05:14+00:00,185218,0,True,"(185218,)","(185218,)",839,T839
826,1,0,1,0,0,0,185219,True,Iranians once again took to the streets to support the country's armed forces in the face of US–Israeli...,2026-04-13 00:23:13+00:00,2026-04-13 00:23:13+00:00,185219,0,True,"(185219,)","(185219,)",840,T840
827,1,0,1,0,0,0,185220,True,(media-only message),2026-04-13 00:23:13+00:00,2026-04-13 00:23:13+00:00,185220,0,True,"(185220,)","(185220,)",841,T841
828,1,0,1,0,0,0,185221,True,(media-only message),2026-04-13 00:23:13+00:00,2026-04-13 00:23:13+00:00,185221,0,True,"(185221,)","(185221,)",842,T842
829,1,0,1,0,0,0,185222,True,(media-only message),2026-04-13 00:23:13+00:00,2026-04-13 00:23:13+00:00,185222,0,True,"(185222,)","(185222,)",843,T843
830,1,0,1,0,0,0,185223,True,Trump's war on Iran ‘single biggest mistake’ by any US president: Tucker Carlson The rift between US...,2026-04-13 01:00:14+00:00,2026-04-13 01:00:14+00:00,185223,0,True,"(185223,)","(185223,)",844,T844
831,1,0,1,0,0,0,185224,True,Iran's parliament speaker says his country conveyed its principles and logic to the US delegation during...,2026-04-13 01:25:43+00:00,2026-04-13 01:25:43+00:00,185224,0,True,"(185224,)","(185224,)",845,T845
832,1,0,1,0,0,0,185225,True,‘Zero lessons earned’: Iran FM says US maximalism blocked progress at Islamabad talks Iran’s foreign...,2026-04-13 01:52:30+00:00,2026-04-13 01:52:30+00:00,185225,0,True,"(185225,)","(185225,)",846,T846
833,1,0,1,0,0,0,185226,True,Iran parl. speaker warns Americans will be ‘nostalgic’ for cheap gasoline as U.S. threatens naval blockade...,2026-04-13 02:21:40+00:00,2026-04-13 02:21:40+00:00,185226,0,True,"(185226,)","(185226,)",847,T847
834,1,0,1,0,0,0,185227,True,"US President Donald Trump on Pope Leo: “I don't think he's doing a very good job. He likes crime, I guess.”...",2026-04-13 02:55:27+00:00,2026-04-13 02:55:27+00:00,185227,0,True,"(185227,)","(185227,)",848,T848
835,1,0,1,0,0,0,185228,True,The US military released footage of strikes on alleged drug-trafficking boats in the eastern Pacific Ocean...,2026-04-13 03:15:45+00:00,2026-04-13 03:15:45+00:00,185228,0,True,"(185228,)","(185228,)",849,T849
836,1,0,1,0,0,0,185229,True,Hezbollah says hit 43 Israeli targets as part of anti-aggression ops on Sunday Hezbollah’s Islamic...,2026-04-13 03:47:03+00:00,2026-04-13 03:47:03+00:00,185229,0,True,"(185229,)","(185229,)",850,T850
837,1,0,1,0,0,0,185230,True,Protests in Ireland enter their sixth day in response to rising fuel prices. 🔹 The surge in fuel costs...,2026-04-13 04:03:59+00:00,2026-04-13 04:03:59+00:00,185230,0,True,"(185230,)","(185230,)",851,T851
838,1,0,1,0,0,0,185231,True,(media-only message),2026-04-13 04:03:59+00:00,2026-04-13 04:03:59+00:00,185231,0,True,"(185231,)","(185231,)",852,T852
839,1,0,1,0,0,0,185232,True,(media-only message),2026-04-13 04:03:59+00:00,2026-04-13 04:03:59+00:00,185232,0,True,"(185232,)","(185232,)",853,T853
840,1,0,1,0,0,0,185233,True,‘Ridiculous’: Iran army’s navy chief mocks Trump threats to block Hormuz strait Iran’s Navy commander has...,2026-04-13 04:20:01+00:00,2026-04-13 04:20:01+00:00,185233,0,True,"(185233,)","(185233,)",854,T854
841,1,0,1,0,0,0,185234,True,"Congresswoman Pramila Jayapal demands the invocation of the 25th Amendment, as well as the impeachment and...",2026-04-13 04:40:05+00:00,2026-04-13 04:40:05+00:00,185234,0,True,"(185234,)","(185234,)",855,T855
842,1,0,1,0,0,0,185235,True,"Italian magazine L'Espresso's cover image: ""THE ABUSE The annexation of the West Bank, with soldiers...",2026-04-13 05:10:00+00:00,2026-04-13 05:10:00+00:00,185235,0,True,"(185235,)","(185235,)",856,T856
843,1,0,1,0,0,0,185236,True,"""Time is not on Israel's side"" Investigative journalist Max Blumenthal explains why the apartheid regime in...",2026-04-13 05:10:22+00:00,2026-04-13 05:10:22+00:00,185236,0,True,"(185236,)","(185236,)",857,T857
844,1,0,1,0,0,0,185237,True,"▶️ THE GLOBAL ENERGY CRISIS TRUMP HAS CAUSED: Perhaps when Trump decided to attack Iran, he didn't predict...",2026-04-13 05:26:54+00:00,2026-04-13 05:26:54+00:00,185237,0,True,"(185237,)","(185237,)",858,T858
845,1,0,1,0,0,0,185238,True,"Professor of political science Robert Pape Wayne: Within 10 days, parts of the global economy will start...",2026-04-13 05:35:03+00:00,2026-04-13 05:35:03+00:00,185238,0,True,"(185238,)","(185238,)",859,T859
847,1,0,1,0,0,0,185240,True,A massive number of Iranians in the city of Ilam poured into the streets for the 43rd consecutive night in...,2026-04-13 06:20:05+00:00,2026-04-13 06:20:05+00:00,185240,0,True,"(185240,)","(185240,)",860,T860
848,1,0,1,0,0,0,185241,True,"🇮🇷🇧🇷 A new T-shirt has been unveiled in Brazil featuring the phrase ""lute como um iraniano"" — Portuguese...",2026-04-13 06:26:59+00:00,2026-04-13 06:26:59+00:00,185241,0,True,"(185241,)","(185241,)",861,T861
849,1,0,1,0,0,0,185242,True,(media-only message),2026-04-13 06:26:59+00:00,2026-04-13 06:26:59+00:00,185242,0,True,"(185242,)","(185242,)",862,T862
850,1,0,1,0,0,0,185243,True,(media-only message),2026-04-13 06:26:59+00:00,2026-04-13 06:26:59+00:00,185243,0,True,"(185243,)","(185243,)",863,T863
851,1,0,1,0,0,0,185244,True,"Political commentator Samuel Geddes says that even from Washington’s perspective, shutting down the Strait...",2026-04-13 06:46:30+00:00,2026-04-13 06:46:30+00:00,185244,0,True,"(185244,)","(185244,)",864,T864
852,1,0,1,0,0,0,185246,True,April 12: Fragile ceasefire in effect as Iran-US talks in Islamabad end without breakthrough US maximalist...,2026-04-13 07:13:27+00:00,2026-04-13 07:13:27+00:00,185246,0,True,"(185246,)","(185246,)",865,T865
854,1,0,1,0,0,0,185248,True,Oil prices spike above $103 after US announces 'naval blockade' on Strait of Hormuz Global oil prices have...,2026-04-13 07:36:43+00:00,2026-04-13 07:36:43+00:00,185248,0,True,"(185248,)","(185248,)",866,T866
855,1,0,1,0,0,0,185249,True,The Iranian president has described Washington’s double standards and HEGEMONISM as the main obstacle to...,2026-04-13 07:41:01+00:00,2026-04-13 07:41:01+00:00,185249,0,True,"(185249,)","(185249,)",867,T867
856,1,0,1,0,0,0,185250,True,"A memorial ceremony honoring the martyred leader, Ayatollah Seyyed Ali Khamenei, along with other victims...",2026-04-13 07:58:35+00:00,2026-04-13 07:58:35+00:00,185250,0,True,"(185250,)","(185250,)",868,T868
857,1,0,1,0,0,0,185251,True,"Foreign Minister Abbas Araghchi says Iran entered the talks in Islamabad with good faith, but encountered...",2026-04-13 08:15:01+00:00,2026-04-13 08:15:01+00:00,185251,0,True,"(185251,)","(185251,)",869,T869
858,1,0,1,0,0,0,185252,True,"Iranian inventor Leyla Keshavarzi, who won gold in the Asian Youth category at the 25th Malaysia Invention...",2026-04-13 08:29:01+00:00,2026-04-13 08:29:01+00:00,185252,0,True,"(185252,)","(185252,)",870,T870
859,1,0,1,0,0,0,185253,True,"US, Israel will retreat from region empty-handed: IRGC Quds Force chief The chief commander of the Quds...",2026-04-13 08:49:11+00:00,2026-04-13 08:49:11+00:00,185253,0,True,"(185253,)","(185253,)",871,T871
860,1,0,1,0,0,0,185254,True,Yemen’s Ansarullah resistance movement warned that it will intensify its military operations if the US and...,2026-04-13 09:01:09+00:00,2026-04-13 09:01:09+00:00,185254,0,True,"(185254,)","(185254,)",872,T872
861,1,0,1,0,0,0,185255,True,✍ Viewpoint - End of American exceptionalism: How MAGA foreign policy collided with reality in war on Iran...,2026-04-13 09:07:29+00:00,2026-04-13 09:07:29+00:00,185255,0,True,"(185255,)","(185255,)",873,T873
862,1,0,1,0,0,0,185256,True,"Pope Leo told Reuters he didn't ""want to get into a debate"" with Trump. ""I don't think that the message of...",2026-04-13 09:22:01+00:00,2026-04-13 09:22:01+00:00,185256,0,True,"(185256,)","(185256,)",874,T874
863,1,0,1,0,0,0,185257,True,"Hungary election: Netanyahu, Trump lose close ally in Europe as Orban defeated Hungary has entered a new...",2026-04-13 09:35:01+00:00,2026-04-13 09:35:01+00:00,185257,0,True,"(185257,)","(185257,)",875,T875
865,1,0,1,0,0,0,185259,True,(media-only message),2026-04-13 09:45:02+00:00,2026-04-13 09:45:02+00:00,185259,0,True,"(185259,)","(185259,)",876,T876
866,1,0,1,0,0,0,185260,True,(media-only message),2026-04-13 09:45:02+00:00,2026-04-13 09:45:02+00:00,185260,0,True,"(185260,)","(185260,)",877,T877
867,1,0,1,0,0,0,185261,True,(media-only message),2026-04-13 09:45:02+00:00,2026-04-13 09:45:02+00:00,185261,0,True,"(185261,)","(185261,)",878,T878
868,1,0,1,0,0,0,185262,True,"Trump, allies lining pockets with Iran war profit: US senator An American senator has said US President...",2026-04-13 10:10:07+00:00,2026-04-13 10:10:07+00:00,185262,0,True,"(185262,)","(185262,)",879,T879
869,1,0,1,0,0,0,185263,True,Iran’s Khatam al-Anbiya Central HQ Spokesperson: 🔹 Security of ports in the Persian Gulf and the Sea of...,2026-04-13 10:17:40+00:00,2026-04-13 10:17:40+00:00,185263,0,True,"(185263,)","(185263,)",880,T880
870,1,0,1,0,0,0,185264,True,US President Donald Trump made fresh inflammatory remarks which prove he cannot stand criticism even from...,2026-04-13 10:29:01+00:00,2026-04-13 10:29:01+00:00,185264,0,True,"(185264,)","(185264,)",881,T881
871,1,0,1,0,0,0,185265,True,"The chief of Iran’s Army Navy, Rear Admiral Amir Irani, says the country’s armed forces are monitoring all...",2026-04-13 10:40:01+00:00,2026-04-13 10:40:01+00:00,185265,0,True,"(185265,)","(185265,)",882,T882
872,1,0,1,0,0,0,185266,True,The Spanish embassy in Tehran shares a post on its official X account on the occasion of reopening of the...,2026-04-13 10:50:02+00:00,2026-04-13 10:50:02+00:00,185266,0,True,"(185266,)","(185266,)",883,T883
873,1,0,1,0,0,0,185267,True,"China says it is ready to work to safeguard energy security, supply amid Trump’s Iran naval blockade...",2026-04-13 11:02:50+00:00,2026-04-13 11:02:50+00:00,185267,0,True,"(185267,)","(185267,)",884,T884
874,1,0,1,0,0,0,185268,True,Iran warns any attack on its ports will make every Persian Gulf port insecure Iran's military has warned...,2026-04-13 11:10:02+00:00,2026-04-13 11:10:02+00:00,185268,0,True,"(185268,)","(185268,)",885,T885
875,1,0,1,0,0,0,185269,True,"The commander of the Quds Force of the Islamic Revolution Guard Corps, Brigadier General Esmaeil Qaani,...",2026-04-13 11:20:01+00:00,2026-04-13 11:20:01+00:00,185269,0,True,"(185269,)","(185269,)",886,T886
876,1,0,1,0,0,0,185270,True,Spokesman of the Khatam Al-Anbiya Central Headquarters warns that the security in the Persian Gulf and Sea...,2026-04-13 11:33:51+00:00,2026-04-13 11:33:51+00:00,185270,0,True,"(185270,)","(185270,)",887,T887
877,1,0,1,0,0,0,185271,True,🔴 Leader of the Islamic Movement in Nigeria Sheikh Zakzaky: 🔺 The Strait of Hormuz and Bab al-Mandab are...,2026-04-13 11:47:47+00:00,2026-04-13 11:47:47+00:00,185271,0,True,"(185271,)","(185271,)",888,T888
878,1,0,1,0,0,0,185272,True,US-Israeli aggression: 960 people rescued alive from under rubble in Tehran The Iranian Red Crescent...,2026-04-13 11:53:43+00:00,2026-04-13 11:53:43+00:00,185272,0,True,"(185272,)","(185272,)",889,T889
879,1,0,1,0,0,0,185274,True,Tehran police arrested a suspect in a raid after receiving reports of illegal weapons storage in the...,2026-04-13 12:05:41+00:00,2026-04-13 12:05:41+00:00,185274,0,True,"(185274,)","(185274,)",890,T890
880,1,0,1,0,0,0,185276,True,"Children’s shoes were displayed at Amsterdam’s Dam Square during a memorial protest on April 12, honoring...",2026-04-13 12:23:36+00:00,2026-04-13 12:23:36+00:00,185276,0,True,"(185276,)","(185276,)",891,T891
881,1,0,1,0,0,0,185277,True,(media-only message),2026-04-13 12:23:36+00:00,2026-04-13 12:23:36+00:00,185277,0,True,"(185277,)","(185277,)",892,T892
882,1,0,1,0,0,0,185278,True,(media-only message),2026-04-13 12:23:36+00:00,2026-04-13 12:23:36+00:00,185278,0,True,"(185278,)","(185278,)",893,T893
883,1,0,1,0,0,0,185279,True,(media-only message),2026-04-13 12:23:36+00:00,2026-04-13 12:23:36+00:00,185279,0,True,"(185279,)","(185279,)",894,T894
884,1,0,1,0,0,0,185280,True,(media-only message),2026-04-13 12:23:36+00:00,2026-04-13 12:23:36+00:00,185280,0,True,"(185280,)","(185280,)",895,T895
885,1,0,1,0,0,0,185281,True,(media-only message),2026-04-13 12:23:36+00:00,2026-04-13 12:23:36+00:00,185281,0,True,"(185281,)","(185281,)",896,T896
886,1,0,1,0,0,0,185282,True,🔴 Iran’s Acting Minister of Defense Brigadier General Seyyed Majid Ibn Reza: 🔺 We are ready for any...,2026-04-13 12:30:48+00:00,2026-04-13 12:30:48+00:00,185282,0,True,"(185282,)","(185282,)",897,T897
887,1,0,1,0,0,0,185283,True,"US Senator Chris Murphy calls Trump's Iran naval blockade threat ""dumb and a tragic mistake"": So now WE are...",2026-04-13 12:41:36+00:00,2026-04-13 12:41:36+00:00,185283,0,True,"(185283,)","(185283,)",898,T898
888,1,0,1,0,0,0,185284,True,🎤Conversation: Islamabad talks failed because US tried to win at table what it couldn't on battlefield: Ex-...,2026-04-13 12:47:14+00:00,2026-04-13 12:47:14+00:00,185284,0,True,"(185284,)","(185284,)",899,T899
889,1,0,1,0,0,0,185285,True,"""They don't even have the population to have an army"" 👉 The money Persian Gulf Arab countries earn from...",2026-04-13 12:48:09+00:00,2026-04-13 12:48:09+00:00,185285,0,True,"(185285,)","(185285,)",900,T900
890,1,0,1,0,0,0,185286,True,"Iran’s embassy in New Delhi, India, showcased drawings made by students who were martyred in the US-Israeli...",2026-04-13 12:58:19+00:00,2026-04-13 12:58:19+00:00,185286,0,True,"(185286,)","(185286,)",901,T901
891,1,0,1,0,0,0,185287,True,(media-only message),2026-04-13 12:58:19+00:00,2026-04-13 12:58:19+00:00,185287,0,True,"(185287,)","(185287,)",902,T902
892,1,0,1,0,0,0,185288,True,(media-only message),2026-04-13 12:58:19+00:00,2026-04-13 12:58:19+00:00,185288,0,True,"(185288,)","(185288,)",903,T903
893,1,0,1,0,0,0,185289,True,(media-only message),2026-04-13 12:58:20+00:00,2026-04-13 12:58:20+00:00,185289,0,True,"(185289,)","(185289,)",904,T904
896,1,0,1,0,0,0,185295,True,Free speech under attack: French parliament advances bill criminalizing speech on Israel France is moving...,2026-04-13 13:27:17+00:00,2026-04-13 13:27:17+00:00,185295,0,True,"(185295,)","(185295,)",905,T905
897,1,0,1,0,0,0,185297,True,"Iranian girl wins gold at Malaysia Invention Olympiad, dedicates it to Minab martyrs An Iranian inventor...",2026-04-13 13:49:31+00:00,2026-04-13 13:49:31+00:00,185297,0,True,"(185297,)","(185297,)",906,T906
898,1,0,1,0,0,0,185298,True,"People from Qom, central Iran, held a 25-km car convoy to Jamkaran Mosque to reaffirm their allegiance to...",2026-04-13 14:00:35+00:00,2026-04-13 14:00:35+00:00,185298,0,True,"(185298,)","(185298,)",907,T907
899,1,0,1,0,0,0,185299,True,Yemeni artist Kamal Sharaf's new cartoon on Trump's Iran naval blockade threat @PressTV,2026-04-13 14:07:47+00:00,2026-04-13 14:07:47+00:00,185299,0,True,"(185299,)","(185299,)",908,T908
900,1,0,1,0,0,0,185301,True,"Reza Vedadi, researcher and author, explains how Trump would implement his naval blockade against Iran....",2026-04-13 14:38:06+00:00,2026-04-13 14:38:06+00:00,185301,0,True,"(185301,)","(185301,)",909,T909
902,1,0,1,0,0,0,185303,True,A heavy Israeli airstrike hit the town of Choukin in southern Lebanon. @PressTV,2026-04-13 14:46:14+00:00,2026-04-13 14:46:14+00:00,185303,0,True,"(185303,)","(185303,)",910,T910
903,1,0,1,0,0,0,185304,True,"🔴 Boroujerdi, a member of Commission on National Security and Foreign Policy: 🔺 If the US truly intended to...",2026-04-13 15:00:30+00:00,2026-04-13 15:00:30+00:00,185304,0,True,"(185304,)","(185304,)",911,T911
904,1,0,1,0,0,0,185305,True,Iran’s VP hails Spain’s ‘humanitarian’ stance in opposing US-Israeli aggression Iran’s First Vice President...,2026-04-13 15:10:11+00:00,2026-04-13 15:10:11+00:00,185305,0,True,"(185305,)","(185305,)",912,T912
905,1,0,1,0,0,0,185307,True,"Member of the martyred leader's office, Mehdi Fazaeli, says the US and Israel thought that by assassinating...",2026-04-13 15:32:11+00:00,2026-04-13 15:32:11+00:00,185307,0,True,"(185307,)","(185307,)",913,T913
906,1,0,1,0,0,0,185308,True,"🔴 Brigadier General Reza Talaei-Nik, spokesperson for Iran’s Ministry of Defense: 🔺 Any military...",2026-04-13 15:32:20+00:00,2026-04-13 15:32:20+00:00,185308,0,True,"(185308,)","(185308,)",914,T914
908,1,0,1,0,0,0,185311,True,Iranians from all walks of life take to the streets to express support for the government and armed forces...,2026-04-13 15:49:33+00:00,2026-04-13 15:49:33+00:00,185311,0,True,"(185311,)","(185311,)",915,T915
909,1,0,1,0,0,0,185312,True,(media-only message),2026-04-13 15:49:33+00:00,2026-04-13 15:49:33+00:00,185312,0,True,"(185312,)","(185312,)",916,T916
910,1,0,1,0,0,0,185313,True,(media-only message),2026-04-13 15:49:33+00:00,2026-04-13 15:49:33+00:00,185313,0,True,"(185313,)","(185313,)",917,T917
911,1,0,1,0,0,0,185314,True,(media-only message),2026-04-13 15:49:33+00:00,2026-04-13 15:49:33+00:00,185314,0,True,"(185314,)","(185314,)",918,T918
912,1,0,1,0,0,0,185315,True,(media-only message),2026-04-13 15:49:33+00:00,2026-04-13 15:49:33+00:00,185315,0,True,"(185315,)","(185315,)",919,T919
913,1,0,1,0,0,0,185316,True,(media-only message),2026-04-13 15:49:33+00:00,2026-04-13 15:49:33+00:00,185316,0,True,"(185316,)","(185316,)",920,T920
914,1,0,1,0,0,0,185317,True,(media-only message),2026-04-13 15:49:34+00:00,2026-04-13 15:49:34+00:00,185317,0,True,"(185317,)","(185317,)",921,T921
915,1,0,1,0,0,0,185318,True,(media-only message),2026-04-13 15:49:34+00:00,2026-04-13 15:49:34+00:00,185318,0,True,"(185318,)","(185318,)",922,T922
916,1,0,1,0,0,0,185319,True,(media-only message),2026-04-13 15:49:34+00:00,2026-04-13 15:49:34+00:00,185319,0,True,"(185319,)","(185319,)",923,T923
917,1,0,1,0,0,0,185320,True,(media-only message),2026-04-13 15:49:34+00:00,2026-04-13 15:49:34+00:00,185320,0,True,"(185320,)","(185320,)",924,T924
918,1,0,1,0,0,0,185321,True,Iran's Foreign Ministry spokesman Baghaei slams Trump's insulting remarks about Pope Leo XIV: Insulting...,2026-04-13 15:59:28+00:00,2026-04-13 15:59:28+00:00,185321,0,True,"(185321,)","(185321,)",925,T925
919,1,0,1,0,0,0,185322,True,🔴 Prominent Iranian Shia cleric Ayatollah Nouri Hamedani has issued a statement expressing support for...,2026-04-13 16:12:37+00:00,2026-04-13 16:12:37+00:00,185322,0,True,"(185322,)","(185322,)",926,T926
920,1,0,1,0,0,0,185323,True,"Spanish PM Sánchez condemns Trump's insulting comments about Pope Leo XI: ""He who sows winds, reaps...",2026-04-13 16:22:58+00:00,2026-04-13 16:22:58+00:00,185323,0,True,"(185323,)","(185323,)",927,T927
921,1,0,1,0,0,0,185324,True,"A memorial was held in Sydney, Australia, to honor the schoolchildren martyred in Minab, southern Iran....",2026-04-13 16:54:35+00:00,2026-04-13 16:54:35+00:00,185324,0,True,"(185324,)","(185324,)",928,T928
922,1,0,1,0,0,0,185325,True,🔴 Iran’s IRGC Ground Force commander Brigadier General Mohammad Karami: 🔺 Iran’s armed forces have...,2026-04-13 17:00:03+00:00,2026-04-13 17:00:03+00:00,185325,0,True,"(185325,)","(185325,)",929,T929
923,1,0,1,0,0,0,185333,True,Finland's President Alexander Stubb: Iran’s control over the Strait of Hormuz has become like a real...,2026-04-13 17:21:04+00:00,2026-04-13 17:21:04+00:00,185333,0,True,"(185333,)","(185333,)",930,T930
924,1,0,1,0,0,0,185335,True,"🔴 IRGC spokesperson Brigadier General Hossein Mohebi 🔺 If the war continues, we will reveal capabilities...",2026-04-13 17:30:38+00:00,2026-04-13 17:30:38+00:00,185335,0,True,"(185335,)","(185335,)",931,T931
926,1,0,1,0,0,0,185338,True,"Man at one of Tehran’s nightly gatherings: 🇮🇷 ""We fear no threats. We stand for our land, our ideals, and...",2026-04-13 18:07:55+00:00,2026-04-13 18:07:55+00:00,185338,0,True,"(185338,)","(185338,)",932,T932
927,1,0,1,0,0,0,185339,True,🔺Rabbi Yisroel Dovid Weiss states that the Zionists use the Holocaust to scare the Jewish people into...,2026-04-13 18:26:10+00:00,2026-04-13 18:26:10+00:00,185339,0,True,"(185339,)","(185339,)",933,T933
928,1,0,1,0,0,0,185340,True,Russia warns Trump’s threats against Strait of Hormuz will roil global markets Russia has warned of...,2026-04-13 18:28:29+00:00,2026-04-13 18:28:29+00:00,185340,0,True,"(185340,)","(185340,)",934,T934
929,1,0,1,0,0,0,185341,True,"“This is a war for Israel” Karen Kwiatkowski, retired US Air Force lieutenant colonel and former Pentagon...",2026-04-13 18:38:09+00:00,2026-04-13 18:38:09+00:00,185341,0,True,"(185341,)","(185341,)",935,T935
930,1,0,1,0,0,0,185342,True,Hezbollah Secretary-General Sheikh Naim Qassem emphasized that the Israeli regime demands Lebanon's...,2026-04-13 18:43:43+00:00,2026-04-13 18:43:43+00:00,185342,0,True,"(185342,)","(185342,)",936,T936
931,1,0,1,0,0,0,185343,True,Hezbollah Secretary-General Sheikh Naim Qassem stressed that Muslim nations must unite to defeat their...,2026-04-13 18:54:11+00:00,2026-04-13 18:54:11+00:00,185343,0,True,"(185343,)","(185343,)",937,T937
932,1,0,1,0,0,0,185344,True,Iran will surprise aggressors with new tactics and capabilities if war resumes: IRGC The Islamic Revolution...,2026-04-13 19:07:07+00:00,2026-04-13 19:07:07+00:00,185344,0,True,"(185344,)","(185344,)",938,T938
933,1,0,1,0,0,0,185346,True,Iran's Parliament Speaker Qalibaf hails Pope Leo XIV’s stance against the US-Israeli war crimes: Honoring...,2026-04-13 19:14:30+00:00,2026-04-13 19:14:30+00:00,185346,0,True,"(185346,)","(185346,)",939,T939
935,1,0,1,0,0,0,185348,True,"Member of the martyred leader's office, Mehdi Fazaeli, says the US and Israel thought that by assassinating...",2026-04-13 19:29:54+00:00,2026-04-13 19:29:54+00:00,185348,0,True,"(185348,)","(185348,)",940,T940
937,1,0,1,0,0,0,185352,True,‘National resistance’ shattered enemy dream of Iran’s collapse: Pezeshkian President Masoud Pezeshkian says...,2026-04-13 19:58:49+00:00,2026-04-13 19:58:49+00:00,185352,0,True,"(185352,)","(185352,)",941,T941
938,1,0,1,0,0,0,185353,True,A group of taxi drivers held a car rally in the northwestern Iranian city of Ahar to express support for...,2026-04-13 20:05:56+00:00,2026-04-13 20:05:56+00:00,185353,0,True,"(185353,)","(185353,)",942,T942
939,1,0,1,0,0,0,185354,True,(media-only message),2026-04-13 20:05:56+00:00,2026-04-13 20:05:56+00:00,185354,0,True,"(185354,)","(185354,)",943,T943
940,1,0,1,0,0,0,185355,True,(media-only message),2026-04-13 20:05:56+00:00,2026-04-13 20:05:56+00:00,185355,0,True,"(185355,)","(185355,)",944,T944
941,1,0,1,0,0,0,185356,True,(media-only message),2026-04-13 20:05:56+00:00,2026-04-13 20:05:56+00:00,185356,0,True,"(185356,)","(185356,)",945,T945
942,1,0,1,0,0,0,185358,True,NATO allies refuse to participate in US blockade of Strait of Hormuz The United States’ NATO allies have...,2026-04-13 20:47:14+00:00,2026-04-13 20:47:14+00:00,185358,0,True,"(185358,)","(185358,)",946,T946
943,1,0,1,0,0,0,185359,True,"Senior political scientist John Mearsheimer: ""US naval blockade of the Strait of Hormuz not only won't...",2026-04-13 20:56:56+00:00,2026-04-13 20:56:56+00:00,185359,0,True,"(185359,)","(185359,)",947,T947
944,1,0,1,0,0,0,185360,True,"Nearly dozen journalists martyred in US-Israeli strikes on Iran, Lebanon ‎Iran’s Media Basij Organization...",2026-04-13 21:12:30+00:00,2026-04-13 21:12:30+00:00,185360,0,True,"(185360,)","(185360,)",948,T948
945,1,0,1,0,0,0,185361,True,"An Armenian business figure donated medical supplies to Iran, delivered via the embassy in Yerevan and...",2026-04-13 21:34:10+00:00,2026-04-13 21:34:10+00:00,185361,0,True,"(185361,)","(185361,)",949,T949
