component_index,thread_size,thread_depth,component_total_nodes,external_node_count,reply_messages,messages_receiving_replies,root_message_id,root_in_dataset,root_preview,first_timestamp,last_timestamp,top_replied_message_id,top_replied_count,is_isolated,component_nodes,dataset_message_ids,thread_rank,thread_label
293,22,7,22,0,21,10,184568,True,"Tehran residents thronged Enghelab Square to mark the 40th day of mourning for Ayatollah Khamenei, the late...",2026-04-09 02:45:00+00:00,2026-04-09 11:09:59+00:00,184607,8,False,"(184568, 184586, 184588, 184593, 184594, 184595, 184596, 184607, 184609, 184612, 184613, 184614, 184615, 184616, 184617, 184618, 184619, 184621, 184623, 184624, 184625, 184629)","(184568, 184586, 184588, 184593, 184594, 184595, 184596, 184607, 184609, 184612, 184613, 184614, 184615, 184616, 184617, 184618, 184619, 184621, 184623, 184624, 184625, 184629)",1,T001
346,9,2,9,0,8,2,184649,True,▶️ Thousands of mourners gather at Isfahan's Naghsh-e Jahan Sq. to mark the 40th-day mourning ceremony for...,2026-04-09 13:55:44+00:00,2026-04-09 20:46:35+00:00,184654,7,False,"(184649, 184654, 184692, 184693, 184694, 184695, 184696, 184697, 184698)","(184649, 184654, 184692, 184693, 184694, 184695, 184696, 184697, 184698)",2,T002
901,9,2,9,0,8,2,185302,True,"The Handala hacking group announced that it carried out a large-scale retaliatory cyber operation,...",2026-04-13 14:41:17+00:00,2026-04-13 20:34:25+00:00,185302,7,False,"(185302, 185326, 185327, 185328, 185329, 185330, 185331, 185332, 185357)","(185302, 185326, 185327, 185328, 185329, 185330, 185331, 185332, 185357)",3,T003
4,8,4,8,0,7,4,184230,True,▶️ Iranian missiles streaking across the sky over the occupied territories. @PressTV,2026-04-07 06:39:23+00:00,2026-04-07 10:59:33+00:00,184232,3,False,"(184230, 184232, 184236, 184237, 184238, 184244, 184258, 184259)","(184230, 184232, 184236, 184237, 184238, 184244, 184258, 184259)",4,T004
23,7,2,7,0,6,3,184263,True,Press TV Exclusive: US suffered major strategic defeat in the failed Isfahan operation Information obtained...,2026-04-07 11:27:39+00:00,2026-04-08 12:15:18+00:00,184263,3,False,"(184263, 184264, 184267, 184271, 184279, 184420, 184439)","(184263, 184264, 184267, 184271, 184279, 184420, 184439)",5,T005
368,6,2,6,0,5,3,184675,True,"🔴 Iran's Leader of the Islamic Revolution, Seyyed Mojtaba Khamenei, issues a message on the occasion of the...",2026-04-09 17:40:44+00:00,2026-04-10 02:02:59+00:00,184675,3,False,"(184675, 184677, 184679, 184685, 184686, 184747)","(184675, 184677, 184679, 184685, 184686, 184747)",6,T006
268,5,4,5,0,4,4,184541,True,First moments after Israeli forces targeted a residential building in the Shiyyah area of Beirut’s southern...,2026-04-08 22:38:52+00:00,2026-04-09 06:38:54+00:00,184541,1,False,"(184541, 184544, 184587, 184589, 184592)","(184541, 184544, 184587, 184589, 184592)",7,T007
846,5,4,5,0,4,4,185239,True,'Not a fan of Pope': Trump attacks Catholic leader following criticism over US-Israeli war on Iran US...,2026-04-13 06:04:25+00:00,2026-04-14 10:25:01+00:00,185239,1,False,"(185239, 185273, 185300, 185334, 185428)","(185239, 185273, 185300, 185334, 185428)",8,T008
635,4,2,4,0,3,2,184992,True,📸 Nizar Amidi has been elected as the new President of Iraq. @PressTV,2026-04-11 14:36:12+00:00,2026-04-12 08:22:03+00:00,185028,2,False,"(184992, 185028, 185038, 185120)","(184992, 185028, 185038, 185120)",9,T009
687,4,2,4,0,3,2,185055,True,📸 Iran's Islamic Revolution Guards Corps (IRGC) issues a statement strongly denying the claims about the...,2026-04-11 21:15:10+00:00,2026-04-12 10:06:15+00:00,185055,2,False,"(185055, 185063, 185114, 185130)","(185055, 185063, 185114, 185130)",10,T010
694,4,2,4,0,3,2,185064,True,"▶️ Several homes destroyed following Israeli airstrikes on the town of Qana, southern Lebanon. @PressTV",2026-04-11 23:15:08+00:00,2026-04-12 06:11:09+00:00,185064,2,False,"(185064, 185077, 185078, 185109)","(185064, 185077, 185078, 185109)",11,T011
824,4,2,4,0,3,2,185217,True,"🔺 Press TV Exclusive: US destroyers' Strait of Hormuz transit stunt failed, came close to destruction The...",2026-04-12 23:45:44+00:00,2026-04-14 07:55:10+00:00,185401,2,False,"(185217, 185401, 185402, 185414)","(185217, 185401, 185402, 185414)",12,T012
894,4,2,4,0,3,2,185290,True,"🔴 A fresh rocket barrage was fired from Lebanon, setting off air-raid sirens in Nahariya, nearby areas, and...",2026-04-13 13:02:56+00:00,2026-04-13 13:22:19+00:00,185290,2,False,"(185290, 185292, 185293, 185294)","(185290, 185292, 185293, 185294)",13,T013
111,4,1,4,0,3,1,184362,True,🔴 Supreme national security council: 🔺Iran achieved historic victory by forcing criminal US to accept its...,2026-04-07 23:07:32+00:00,2026-04-07 23:19:42+00:00,184362,3,False,"(184362, 184363, 184364, 184365)","(184362, 184363, 184364, 184365)",14,T014
202,3,2,3,0,2,2,184470,True,"🔴 Exclusive: Iranian security official warns of ""comprehensive defense"" if Israel breaks ceasefire 🔺 A...",2026-04-08 14:32:18+00:00,2026-04-08 15:34:19+00:00,184470,1,False,"(184470, 184471, 184477)","(184470, 184471, 184477)",15,T015
388,3,2,3,0,2,2,184707,True,📸 Iran's Islamic Revolution Guards Corps (IRGC) issues a statement that the Iranian Armed Forces have not...,2026-04-09 22:20:11+00:00,2026-04-10 18:01:58+00:00,184707,1,False,"(184707, 184751, 184873)","(184707, 184751, 184873)",16,T016
495,3,2,3,0,2,2,184824,True,"🔴 Hezbollah chief praises bravery, steadfastness of resistance fighters in letter to nation 🔺 Naim Qassem:...",2026-04-10 12:22:03+00:00,2026-04-10 16:50:12+00:00,184824,1,False,"(184824, 184839, 184865)","(184824, 184839, 184865)",17,T017
689,3,2,3,0,2,2,185057,True,📸 Commander of the Quds Force of the Islamic Revolution Guard Corps (IRGC) Brigadier General Esmail Qaani...,2026-04-11 21:45:01+00:00,2026-04-14 09:10:04+00:00,185057,1,False,"(185057, 185066, 185420)","(185057, 185066, 185420)",18,T018
864,3,2,3,0,2,2,185258,True,"Iranian engineers rapidly restored key rail links between Tehran, Tabriz, and Mashhad after civilian...",2026-04-13 09:45:02+00:00,2026-04-14 11:29:43+00:00,185258,1,False,"(185258, 185275, 185436)","(185258, 185275, 185436)",19,T019
11,3,1,3,0,2,1,184245,True,"▶️ Thick smoke rise from the impact site of Hezbollah rocket strikes in Nahariya, in the northern occupied...",2026-04-07 09:23:55+00:00,2026-04-07 09:48:21+00:00,184245,2,False,"(184245, 184248, 184249)","(184245, 184248, 184249)",20,T020
134,3,1,3,0,2,1,184391,True,Israeli regime forces strike a vehicle in the Lebanese city of Tyre. @PressTV,2026-04-08 03:18:52+00:00,2026-04-08 04:55:16+00:00,184391,2,False,"(184391, 184394, 184398)","(184391, 184394, 184398)",21,T021
350,3,1,3,0,2,1,184653,True,"📸 Israeli forces issue evacuation warnings for the southern suburbs of the Lebanese capital, Beirut, as the...",2026-04-09 14:35:01+00:00,2026-04-09 16:13:24+00:00,184653,2,False,"(184653, 184663, 184664)","(184653, 184663, 184664)",22,T022
478,3,1,3,0,2,1,184805,True,"A funeral ceremony is underway at Tehran's Grand Mosalla for Seyyed Kamal Kharazi, former Iranian FM @PressTV",2026-04-10 10:32:06+00:00,2026-04-10 11:06:48+00:00,184805,2,False,"(184805, 184810, 184811)","(184805, 184810, 184811)",23,T023
506,3,1,3,0,2,1,184836,True,Iran forced Israel to halt attacks on Beirut by threatening to withdraw from talks with US: Source to Press...,2026-04-10 13:27:19+00:00,2026-04-10 16:20:08+00:00,184836,2,False,"(184836, 184837, 184852)","(184836, 184837, 184852)",24,T024
550,3,1,3,0,2,1,184891,True,Iran's negotiating team led by Parliament Speaker Mohammad Baqer Qalibaf arrives in Islamabad @PressTV,2026-04-10 19:52:02+00:00,2026-04-10 20:42:02+00:00,184891,2,False,"(184891, 184892, 184895)","(184891, 184892, 184895)",25,T025
551,3,1,3,0,2,1,184893,True,"Hezbollah Secretary-General Sheikh Naim Qassem hails Iran’s ‘huge victory’ against US, Israel @PressTV",2026-04-10 20:25:09+00:00,2026-04-10 23:01:27+00:00,184893,2,False,"(184893, 184894, 184905)","(184893, 184894, 184905)",26,T026
645,3,1,3,0,2,1,185003,True,"📸 Iran's Foreign Ministry spokesman says that while US authorities accuse Iran of lacking “good faith”, US...",2026-04-11 15:20:48+00:00,2026-04-11 18:00:01+00:00,185003,2,False,"(185003, 185023, 185037)","(185003, 185023, 185037)",27,T027
753,3,1,3,0,2,1,185135,True,🔺 Documents obtained in a Press TV investigation — to be published soon — will expose yet another major...,2026-04-12 10:48:13+00:00,2026-04-12 12:08:36+00:00,185135,2,False,"(185135, 185136, 185150)","(185135, 185136, 185150)",28,T028
767,3,1,3,0,2,1,185151,True,"👉 Press TV Exclusive: US destroyers' Strait of Hormuz transit stunt failed, came close to destruction 🔺The...",2026-04-12 12:23:11+00:00,2026-04-12 12:52:46+00:00,185151,2,False,"(185151, 185153, 185154)","(185151, 185153, 185154)",29,T029
983,3,1,3,0,2,1,185403,True,🔴 Iran FM denounces US destructive interference in West Asia in phone conversation with Omani counterpart...,2026-04-14 05:45:02+00:00,2026-04-14 10:35:04+00:00,185403,2,False,"(185403, 185422, 185429)","(185403, 185422, 185429)",30,T030
14,2,1,2,0,1,1,184250,True,"▶️ Shooting near the Israeli consulate in Istanbul has left three people dead, according to Turkish media...",2026-04-07 09:53:33+00:00,2026-04-07 09:55:24+00:00,184250,1,False,"(184250, 184251)","(184250, 184251)",31,T031
20,2,1,2,0,1,1,184257,True,BREAKING: Press TV has obtained exclusive information regarding the recent operation carried out by the US-...,2026-04-07 10:44:50+00:00,2026-04-07 11:08:13+00:00,184257,1,False,"(184257, 184260)","(184257, 184260)",32,T032
57,2,1,2,0,1,1,184303,True,IRGC deploys twin-missile launch systems for first time in war Iran’s Islamic Revolution Guards Corps...,2026-04-07 15:10:19+00:00,2026-04-08 11:23:34+00:00,184303,1,False,"(184303, 184432)","(184303, 184432)",33,T033
60,2,1,2,0,1,1,184306,True,Press TV Exclusive: US suffered major strategic defeat in the failed Isfahan operation Information obtained...,2026-04-07 15:41:42+00:00,2026-04-07 15:58:45+00:00,184306,1,False,"(184306, 184315)","(184306, 184315)",34,T034
71,2,1,2,0,1,1,184318,True,🔺 Trump's Iran 'civilization' post on social media SCREAMS IMPEACHMENT! 🎤 Press TV's full interview with...,2026-04-07 16:23:16+00:00,2026-04-07 16:44:42+00:00,184318,1,False,"(184318, 184320)","(184318, 184320)",35,T035
75,2,1,2,0,1,1,184323,True,👉 Trump is embracing WAR CRIMES 👉 He is saying that the policy of the US is to ERASE A CIVILIZATION 👉...,2026-04-07 17:04:58+00:00,2026-04-07 17:17:47+00:00,184323,1,False,"(184323, 184325)","(184323, 184325)",36,T036
112,2,1,2,0,1,1,184366,True,"Iran declares 'historic victory' over US, says enemy forced to accept its proposal Iran has declared a...",2026-04-07 23:32:04+00:00,2026-04-07 23:33:25+00:00,184366,1,False,"(184366, 184369)","(184366, 184369)",37,T037
123,2,1,2,0,1,1,184380,True,Iran’s Jewish community condemns US-Israeli attack on synagogue in Tehran The Iranian Jewish community has...,2026-04-08 00:45:00+00:00,2026-04-08 09:50:16+00:00,184380,1,False,"(184380, 184421)","(184380, 184421)",38,T038
131,2,1,2,0,1,1,184388,True,Iraqis celebrate in Baghdad’s iconic Tahrir Square following the announcement of the US surrendering to...,2026-04-08 01:55:14+00:00,2026-04-08 05:20:16+00:00,184388,1,False,"(184388, 184399)","(184388, 184399)",39,T039
137,2,1,2,0,1,1,184395,True,✍ Viewpoint - Forty days that shook the Empire: How Iran turned the tables on US and prevailed After 40...,2026-04-08 04:13:07+00:00,2026-04-08 06:45:16+00:00,184395,1,False,"(184395, 184403)","(184395, 184403)",40,T040
162,2,1,2,0,1,1,184425,True,"🔴 In violation of the ceasefire, US-Israeli forces targeted the Lavan Oil Refinery on Lavan Island. At...",2026-04-08 10:31:05+00:00,2026-04-08 11:14:59+00:00,184425,1,False,"(184425, 184431)","(184425, 184431)",41,T041
190,2,1,2,0,1,1,184458,True,📸 Iran's Foreign Minister Seyyed Abbas Araghchi has held a phone conversation with Pakistan's Army Chief of...,2026-04-08 14:05:01+00:00,2026-04-08 19:20:05+00:00,184458,1,False,"(184458, 184516)","(184458, 184516)",42,T042
203,2,1,2,0,1,1,184472,True,Iran may rise in ‘full-scale defense’ any moment as Israel violates truce agreement: Official to Press TV...,2026-04-08 14:54:09+00:00,2026-04-08 16:53:41+00:00,184472,1,False,"(184472, 184486)","(184472, 184486)",43,T043
236,2,1,2,0,1,1,184507,True,📸 Speaker of Iran's Parliament Mohammad Bagher Ghalibaf issues a statement on the violation of three key...,2026-04-08 18:30:01+00:00,2026-04-08 22:20:42+00:00,184507,1,False,"(184507, 184539)","(184507, 184539)",44,T044
278,2,1,2,0,1,1,184552,True,"Hezbollah: Attacks will continue until aggression stops 🔺 In defense of Lebanon and its people, and in...",2026-04-09 00:48:10+00:00,2026-04-09 02:15:00+00:00,184552,1,False,"(184552, 184565)","(184552, 184565)",45,T045
281,2,1,2,0,1,1,184555,True,Tehran residents bid farewell to head of the IRGC Intelligence Organization Major General Majid Khademi...,2026-04-09 01:18:46+00:00,2026-04-09 07:34:01+00:00,184555,1,False,"(184555, 184600)","(184555, 184600)",46,T046
315,2,1,2,0,1,1,184599,True,🇮🇷🏴 Mourning Iranians in Tehran perform a military salute on the 40th day of mourning for the martyred...,2026-04-09 07:31:41+00:00,2026-04-09 07:42:59+00:00,184599,1,False,"(184599, 184601)","(184599, 184601)",47,T047
343,2,1,2,0,1,1,184646,True,🔴 Yemen's Ansarullah Resistance Movement Leader Abdul Malik Al-Houthi Delivering Speech 🔺 Al-Houthi: Yemen...,2026-04-09 13:24:37+00:00,2026-04-09 21:03:34+00:00,184646,1,False,"(184646, 184699)","(184646, 184699)",48,T048
359,2,1,2,0,1,1,184666,True,"📸 Iran's Foreign Minister Seyyed Abbas Araghchi says ""If the US wishes to crater its economy by letting...",2026-04-09 16:40:06+00:00,2026-04-10 00:30:04+00:00,184666,1,False,"(184666, 184738)","(184666, 184738)",49,T049
373,2,1,2,0,1,1,184682,True,📸 Iran's Foreign Minister Seyyed Abbas Araghchi has held a phone conversation with his Spanish counterpart...,2026-04-09 19:00:01+00:00,2026-04-10 19:20:02+00:00,184682,1,False,"(184682, 184888)","(184682, 184888)",50,T050
380,2,1,2,0,1,1,184691,True,📸 Iran's Speaker of Parliament Mohammad Bagher Ghalibaf warns that time is running out as Israeli...,2026-04-09 20:30:45+00:00,2026-04-10 00:05:01+00:00,184691,1,False,"(184691, 184736)","(184691, 184736)",51,T051
383,2,1,2,0,1,1,184702,True,Ex-Iran FM and Leader’s advisor Dr. Kamal Kharrazi attains martyrdom days after US-Israeli attack Dr. Kamal...,2026-04-09 21:31:28+00:00,2026-04-10 10:24:59+00:00,184702,1,False,"(184702, 184804)","(184702, 184804)",52,T052
386,2,1,2,0,1,1,184705,True,📸 Iran's President Pezeshkian holds a phone call with Turkish President Erdoğan. 🔹 President Pezeshkian...,2026-04-09 22:02:15+00:00,2026-04-10 18:20:06+00:00,184705,1,False,"(184705, 184882)","(184705, 184882)",53,T053
428,2,1,2,0,1,1,184750,True,"▶️ Massive fire breaks out at the Olmeca oil refinery in Tabasco, Mexico. @PressTV",2026-04-10 02:45:01+00:00,2026-04-10 04:03:41+00:00,184750,1,False,"(184750, 184755)","(184750, 184755)",54,T054
455,2,1,2,0,1,1,184779,True,A Hezbollah rocket hit a house in the Misgav Am settlement. @PressTV,2026-04-10 05:59:43+00:00,2026-04-10 06:32:30+00:00,184779,1,False,"(184779, 184781)","(184779, 184781)",55,T055
470,2,1,2,0,1,1,184795,True,"Heavy Israeli airstrike causes widespread destruction in Shahabiyeh, southern Lebanon. @PressTV",2026-04-10 08:43:28+00:00,2026-04-10 09:33:07+00:00,184795,1,False,"(184795, 184799)","(184795, 184799)",56,T056
486,2,1,2,0,1,1,184815,True,Iran's Deputy Foreign Minister Takht-Ravanchi: 🔺 Iran’s ten-point proposal has been agreed as the basis for...,2026-04-10 11:36:44+00:00,2026-04-10 14:35:08+00:00,184815,1,False,"(184815, 184844)","(184815, 184844)",57,T057
505,2,1,2,0,1,1,184834,True,🔴 Senior security source to Press TV: Iran forced Israel to halt Beirut attacks 🔺 A senior security source...,2026-04-10 13:14:40+00:00,2026-04-10 13:15:09+00:00,184834,1,False,"(184834, 184835)","(184834, 184835)",58,T058
513,2,1,2,0,1,1,184846,True,📸 Iran's Speaker of Parliament Mohammad Bagher Ghalibaf says Iran will only take part in the Islamabad...,2026-04-10 14:50:44+00:00,2026-04-10 16:31:29+00:00,184846,1,False,"(184846, 184853)","(184846, 184853)",59,T059
514,2,1,2,0,1,1,184847,True,"US-Israeli strikes ravage 125,000 civilian units across Iran: Red Crescent Society The president of the...",2026-04-10 15:00:13+00:00,2026-04-14 11:05:01+00:00,184847,1,False,"(184847, 185433)","(184847, 185433)",60,T060
531,2,1,2,0,1,1,184867,True,▶️ The people of Yemen took to the streets of Sana’a to take part in million-man rally held to celebrate...,2026-04-10 17:10:01+00:00,2026-04-10 17:50:01+00:00,184867,1,False,"(184867, 184872)","(184867, 184872)",61,T061
561,2,1,2,0,1,1,184906,True,Qalibaf in Islamabad: Iran has goodwill but not trust US after previous talks experiences @PressTV,2026-04-10 23:15:08+00:00,2026-04-11 06:48:01+00:00,184906,1,False,"(184906, 184930)","(184906, 184930)",62,T062
582,2,1,2,0,1,1,184927,True,An Israeli airstrike targeted the vicinity of the government hospital in the town of Tibnin in southern...,2026-04-11 06:19:59+00:00,2026-04-11 11:08:09+00:00,184927,1,False,"(184927, 184955)","(184927, 184955)",63,T063
583,2,1,2,0,1,1,184928,True,"▶️ US Vice President JD Vance, Trump envoy Steve Witkoff, and Jared Kushner arrived in Islamabad aboard Air...",2026-04-11 06:32:24+00:00,2026-04-11 06:34:45+00:00,184928,1,False,"(184928, 184929)","(184928, 184929)",64,T064
594,2,1,2,0,1,1,184942,True,"Araghchi: Iran enters the negotiations with complete distrust In a phone call with his German counterpart,...",2026-04-11 08:52:56+00:00,2026-04-11 10:13:41+00:00,184942,1,False,"(184942, 184950)","(184942, 184950)",65,T065
609,2,1,2,0,1,1,184960,True,"📸 Ali Akbar Velayati, former-Foreign Minister and senior advisor to Iran’s Leader, says today’s diplomacy...",2026-04-11 11:45:01+00:00,2026-04-11 12:10:07+00:00,184960,1,False,"(184960, 184969)","(184960, 184969)",66,T066
610,2,1,2,0,1,1,184961,True,📸 Iran's Speaker of Parliament Mohammad Bagher Ghalibaf and the Iranian delegation meet with Pakistan's...,2026-04-11 11:50:01+00:00,2026-04-11 12:23:03+00:00,184961,1,False,"(184961, 184971)","(184961, 184971)",67,T067
625,2,1,2,0,1,1,184978,True,🔴 US Destroyer turns back from Strait of Hormuz after Iran's warning @PressTV,2026-04-11 13:18:45+00:00,2026-04-11 13:54:23+00:00,184978,1,False,"(184978, 184985)","(184978, 184985)",68,T068
629,2,1,2,0,1,1,184983,True,"✍ Analysis - After victory in war, Iran seeks to consolidate gains, not compromise, in Islamabad talks As...",2026-04-11 13:46:55+00:00,2026-04-11 14:08:37+00:00,184983,1,False,"(184983, 184987)","(184983, 184987)",69,T069
647,2,1,2,0,1,1,185005,True,📸 Iran's President Pezeshkian says that the high-ranking Iranian delegation that is present in Pakistan is...,2026-04-11 15:30:01+00:00,2026-04-11 17:00:01+00:00,185005,1,False,"(185005, 185024)","(185005, 185024)",70,T070
650,2,1,2,0,1,1,185008,True,📸 Iraq's Imam Hussein Shrine Foundation announced the dispatch of a second aid convoy to Iran. 🔹 The convoy...,2026-04-11 15:46:11+00:00,2026-04-12 05:35:37+00:00,185008,1,False,"(185008, 185105)","(185008, 185105)",71,T071
679,2,1,2,0,1,1,185047,True,📸 Iran's President Pezeshkian holds a phone conversation with French President Macron to discuss the latest...,2026-04-11 20:00:12+00:00,2026-04-11 22:00:01+00:00,185047,1,False,"(185047, 185058)","(185047, 185058)",72,T072
728,2,1,2,0,1,1,185102,True,Iran-US talks in Islamabad end without a deal after 21 hours due to excessive US demands The negotiations...,2026-04-12 04:47:10+00:00,2026-04-12 06:33:17+00:00,185102,1,False,"(185102, 185111)","(185102, 185111)",73,T073
737,2,1,2,0,1,1,185115,True,Israeli warplanes launched an airstrike on the town of Al-Bazouriyeh in southern Lebanon. @PressTV,2026-04-12 07:19:22+00:00,2026-04-12 07:52:11+00:00,185115,1,False,"(185115, 185118)","(185115, 185118)",74,T074
743,2,1,2,0,1,1,185123,True,🔴 Iran's Parliament Speaker Qalibaf: 🔺 US failed to earn Iran’s trust despite Iran’s goodwill and...,2026-04-12 09:03:38+00:00,2026-04-12 10:20:31+00:00,185123,1,False,"(185123, 185131)","(185123, 185131)",75,T075
820,2,1,2,0,1,1,185213,True,Hamas calls for global action on repeated Israeli intrusions into Al-Aqsa Mosque The Palestinian resistance...,2026-04-12 21:59:44+00:00,2026-04-14 09:55:11+00:00,185213,1,False,"(185213, 185424)","(185213, 185424)",76,T076
853,2,1,2,0,1,1,185247,True,Pakistan opens a transit corridor with Iran by sending its first shipment to Uzbekistan. This move comes as...,2026-04-13 07:20:01+00:00,2026-04-13 13:38:43+00:00,185247,1,False,"(185247, 185296)","(185247, 185296)",77,T077
895,2,1,2,0,1,1,185291,True,Iran's President Pezeshkian condemns Trump's vicious attack on Pope Leo XIV: Your Excellency Pope Louis...,2026-04-13 13:10:50+00:00,2026-04-14 00:07:04+00:00,185291,1,False,"(185291, 185376)","(185291, 185376)",78,T078
907,2,1,2,0,1,1,185310,True,Iran's Foreign Ministry spokesman Baghaei on Trump's naval blockade threat: Can an illegal “war of choice”...,2026-04-13 15:44:02+00:00,2026-04-13 17:38:49+00:00,185310,1,False,"(185310, 185336)","(185310, 185336)",79,T079
925,2,1,2,0,1,1,185337,True,"🔴 Hezbollah Secretary General Naim Qassem delivers speech: 🔺We face existential threat, greater Israeli...",2026-04-13 17:48:17+00:00,2026-04-13 23:14:38+00:00,185337,1,False,"(185337, 185368)","(185337, 185368)",80,T080
934,2,1,2,0,1,1,185347,True,Prominent Iranian cleric Ayatollah Nouri Hamedani praised Pope Leo XIV in a letter for his stance against...,2026-04-13 19:29:35+00:00,2026-04-13 19:38:41+00:00,185347,1,False,"(185347, 185351)","(185347, 185351)",81,T081
936,2,1,2,0,1,1,185349,True,China says end of US hostilities against Iran only solution to Hormuz crisis ‎ China has called for an...,2026-04-13 19:36:50+00:00,2026-04-14 10:16:47+00:00,185349,1,False,"(185349, 185427)","(185349, 185427)",82,T082
948,2,1,2,0,1,1,185364,True,"Iran’s UN ambassador Amir Saeid Iravani has demanded compensation from five regional states—Bahrain, Saudi...",2026-04-13 22:21:12+00:00,2026-04-14 07:10:02+00:00,185364,1,False,"(185364, 185412)","(185364, 185412)",83,T083
973,2,1,2,0,1,1,185391,True,Iran's UN envoy: US naval blockade gross violation of Iran's sovereignty and territorial integrity Iran’s...,2026-04-14 02:32:23+00:00,2026-04-14 08:45:58+00:00,185391,1,False,"(185391, 185418)","(185391, 185418)",84,T084
1001,2,1,2,0,1,1,185430,True,Italy's Prime Minister said the government has halted the automatic renewal of its defense deal with Israel...,2026-04-14 10:39:01+00:00,2026-04-14 11:15:01+00:00,185430,1,False,"(185430, 185434)","(185430, 185434)",85,T085
10,1,1,2,1,1,0,184162,False,[outside collection] message 184162,2026-04-07 09:08:04+00:00,2026-04-07 09:08:04+00:00,184243,0,False,"(184162, 184243)","(184243,)",86,T086
135,1,1,2,1,1,0,184153,False,[outside collection] message 184153,2026-04-08 03:27:23+00:00,2026-04-08 03:27:23+00:00,184392,0,False,"(184153, 184392)","(184392,)",87,T087
157,1,1,2,1,1,0,184215,False,[outside collection] message 184215,2026-04-08 08:50:16+00:00,2026-04-08 08:50:16+00:00,184418,0,False,"(184215, 184418)","(184418,)",88,T088
1,1,0,1,0,0,0,184227,True,"Nepal has extended weekends to two days amid a fuel crisis triggered by the US-Israeli war on Iran, due to...",2026-04-07 06:13:51+00:00,2026-04-07 06:13:51+00:00,184227,0,True,"(184227,)","(184227,)",89,T089
2,1,0,1,0,0,0,184228,True,"Air raid sirens blared across the occupied territories including Tel Aviv, Eilat, and the Wadi Araba region...",2026-04-07 06:27:59+00:00,2026-04-07 06:27:59+00:00,184228,0,True,"(184228,)","(184228,)",90,T090
3,1,0,1,0,0,0,184229,True,‘Such barbarism is unprecedented in modern history’: Iran condemns US-Israeli attacks on universities Iran...,2026-04-07 06:32:01+00:00,2026-04-07 06:32:01+00:00,184229,0,True,"(184229,)","(184229,)",91,T091
5,1,0,1,0,0,0,184231,True,(media-only message),2026-04-07 06:39:23+00:00,2026-04-07 06:39:23+00:00,184231,0,True,"(184231,)","(184231,)",92,T092
6,1,0,1,0,0,0,184239,True,US-Israeli aggression on Iran: What happened on 38th day of the imposed war Thirty-eight days into the US-...,2026-04-07 07:23:56+00:00,2026-04-07 07:23:56+00:00,184239,0,True,"(184239,)","(184239,)",93,T093
7,1,0,1,0,0,0,184240,True,"Iranian strike injures 15 US troops in Kuwait, report says amid Washington’s ‘cover-up’ drive An Iranian...",2026-04-07 07:56:38+00:00,2026-04-07 07:56:38+00:00,184240,0,True,"(184240,)","(184240,)",94,T094
8,1,0,1,0,0,0,184241,True,▶️ Iran's IRGC Navy air defense shot down a US-made MQ-9 drone last night over Qeshm Island. @PressTV,2026-04-07 08:48:25+00:00,2026-04-07 08:48:25+00:00,184241,0,True,"(184241,)","(184241,)",95,T095
9,1,0,1,0,0,0,184242,True,"310 students and teachers killed, over 750 schools damaged in US-Israeli war on Iran Iran’s minister of...",2026-04-07 09:03:15+00:00,2026-04-07 09:03:15+00:00,184242,0,True,"(184242,)","(184242,)",96,T096
12,1,0,1,0,0,0,184246,True,(media-only message),2026-04-07 09:23:55+00:00,2026-04-07 09:23:55+00:00,184246,0,True,"(184246,)","(184246,)",97,T097
13,1,0,1,0,0,0,184247,True,"US bases in Iraq, Syria come under drone attacks by resistance fighters Fighters from regional resistance...",2026-04-07 09:36:01+00:00,2026-04-07 09:36:01+00:00,184247,0,True,"(184247,)","(184247,)",98,T098
15,1,0,1,0,0,0,184252,True,"🎥 Gisha 🔻After a missile strike hits a Tehran neighborhood, an 11-year-old volunteer helps families clean...",2026-04-07 09:56:25+00:00,2026-04-07 09:56:25+00:00,184252,0,True,"(184252,)","(184252,)",99,T099
16,1,0,1,0,0,0,184253,True,🔸Jews of Iran - Part 1🔸 On the Brink: Why I Came to Iran Jewish American journalist Max Blumenthal arrives...,2026-04-07 10:07:58+00:00,2026-04-07 10:07:58+00:00,184253,0,True,"(184253,)","(184253,)",100,T100
17,1,0,1,0,0,0,184254,True,"▶️ Iran's IRGC launched Wave 99 of Operation True Promise 4, targeting US military personnel and Zionist...",2026-04-07 10:25:59+00:00,2026-04-07 10:25:59+00:00,184254,0,True,"(184254,)","(184254,)",101,T101
18,1,0,1,0,0,0,184255,True,▶️ We are talking about regime change. Yes. But in the US. And here’s how some users online reacted to what...,2026-04-07 10:39:13+00:00,2026-04-07 10:39:13+00:00,184255,0,True,"(184255,)","(184255,)",102,T102
19,1,0,1,0,0,0,184256,True,"Iran urges southern neighbors to deny US military use of airspace, territory Iran has advised Saudi Arabia...",2026-04-07 10:42:50+00:00,2026-04-07 10:42:50+00:00,184256,0,True,"(184256,)","(184256,)",103,T103
21,1,0,1,0,0,0,184261,True,"Rabbi Younes Hammami Lalezar, leader of Iran's Jewish community, stands before the ruins of a synagogue in...",2026-04-07 11:10:07+00:00,2026-04-07 11:10:07+00:00,184261,0,True,"(184261,)","(184261,)",104,T104
