messages_analyzed,reply_edges_total,reply_edges_with_parent_in_dataset,messages_that_are_replies,messages_receiving_replies,messages_receiving_replies_pct,messages_replying_to_missing_parent,largest_thread_size,deepest_thread_depth,max_reply_count,median_first_reply_minutes
1200,171,168,171,119,9.9,3,22,7,8,95.6
