date,messages,mean_sentiment,dominant_emotion
2026-04-07 00:00:00+00:00,108,-0.39583420600414415,fear
2026-04-08 00:00:00+00:00,139,-0.2078550074579489,fear
2026-04-09 00:00:00+00:00,135,-0.16589157170167676,fear
2026-04-10 00:00:00+00:00,129,-0.1931331846935227,fear
2026-04-11 00:00:00+00:00,132,-0.17902050442485648,fear
2026-04-12 00:00:00+00:00,110,-0.3051761301573027,fear
2026-04-13 00:00:00+00:00,115,-0.30274189767306264,fear
2026-04-14 00:00:00+00:00,77,-0.3245275818089676,fear
