messages_analyzed,start,end,observed_days,average_messages_per_day,overall_media_pct,busiest_day,busiest_day_count,peak_hour,peak_hour_count
6000,2025-12-17 18:22:28+00:00,2026-04-17 22:10:17+00:00,122,49.2,62.0,2026-04-16 00:00:00+00:00,314,2026-04-17 14:00:00+00:00,34
