messages_scored,start,end,ambiguous_threshold,ambiguous_messages,dominant_frame_overall,messages_using_translation
5097,2025-12-17 18:22:28+00:00,2026-04-17 22:10:17+00:00,0.35,4233,Mixed / Ambiguous,6
