messages_analyzed,unique_tokens,significant_bigrams,significant_trigrams,network_nodes,network_edges,midpoint_timestamp,first_half_messages,second_half_messages,top_bigram,top_trigram
5094,14138,1776,1777,66,40,2026-03-29 16:18:53+00:00,2547,2547,ariela karmel,ayal uriel bianco
